ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS
scaffold_6900	4325	20.55	1	4	0.92	0.365	0.411	NA	372.00	372.00	0.25
scaffold_6901	4323	16.10	1	6	1.39	0.163	0.158	NA	190.00	190.00	0.00
scaffold_6902	4321	16.57	1	5	1.16	0.192	0.144	1.500	302.00	302.00	0.00
scaffold_6903	4318	20.59	1	5	1.16	0.326	0.192	NA	91.00	91.00	0.00
scaffold_6904	4315	26.03	1	5	1.16	0.339	0.243	0.250	404.50	404.50	0.20
scaffold_6905	4315	15.76	1	2	0.46	0.447	0.447	NA	398.00	398.00	0.00
scaffold_6906	4311	33.29	1	3	0.70	0.272	0.303	0.500	362.00	362.00	0.00
scaffold_6907	4311	17.63	1	3	0.70	0.666	0.243	NA	939.00	939.00	0.00
scaffold_6908	4308	22.40	1	4	0.93	0.520	0.341	3.000	857.00	857.00	0.25
scaffold_6909	4308	18.45	1	5	1.16	0.416	0.252	NA	230.00	230.00	0.20
scaffold_6910	4306	24.94	1	3	0.70	0.815	0.885	0.500	893.50	893.50	0.33
scaffold_6911	4303	15.83	1	6	1.39	0.212	0.200	0.500	213.50	213.50	0.00
scaffold_6912	4301	19.20	1	8	1.86	0.207	0.210	NA	71.50	71.50	0.00
scaffold_6913	4300	18.81	1	8	1.86	0.216	0.172	1.667	83.00	83.00	0.12
scaffold_6914	4296	12.08	1	2	0.47	0.096	0.096	1.000	2052.50	2052.50	0.00
scaffold_6915	4293	24.13	1	6	1.40	0.548	0.405	NA	63.00	63.00	0.00
scaffold_6916	4290	19.72	1	5	1.17	0.328	0.159	0.250	324.00	324.00	0.00
scaffold_6917	4290	17.88	1	7	1.63	0.234	0.267	2.500	194.00	194.00	0.00
scaffold_6918	4287	20.88	1	2	0.47	0.471	0.471	NA	636.00	636.00	0.00
scaffold_6919	4280	23.60	1	6	1.40	0.499	0.217	5.000	296.00	296.00	0.17
scaffold_6920	4279	39.50	1	3	0.70	0.296	0.312	0.500	1316.00	1316.00	0.00
scaffold_6921	4275	15.93	1	5	1.17	0.218	0.156	1.500	324.00	324.00	0.00
scaffold_6922	4272	19.52	1	7	1.64	0.194	0.201	6.000	235.00	235.00	0.00
scaffold_6923	4270	13.98	1	4	0.94	0.168	0.158	1.000	815.50	815.50	0.00
scaffold_6924	4269	14.83	1	2	0.47	0.222	0.222	NA	1537.00	1537.00	0.00
scaffold_6925	4268	36.01	1	3	0.70	0.295	0.309	0.500	362.00	362.00	0.00
scaffold_6926	4266	40.13	1	2	0.47	0.183	0.183	1.000	1211.00	1211.00	0.00
scaffold_6927	4263	16.00	1	3	0.70	0.291	0.312	NA	238.00	238.00	0.00
scaffold_6928	4261	18.07	1	3	0.70	0.364	0.336	0.500	1096.00	1096.00	0.33
scaffold_6929	4260	16.27	1	3	0.70	0.141	0.135	2.000	1150.00	1150.00	0.00
scaffold_6930	4255	39.91	1	4	0.94	0.211	0.184	1.000	365.00	365.00	0.25
scaffold_6931	4253	13.75	1	2	0.47	0.111	0.111	NA	1736.00	1736.00	0.00
scaffold_6932	4248	18.27	1	5	1.18	0.457	0.546	0.250	316.50	316.50	0.20
scaffold_6933	4247	16.76	1	3	0.71	0.421	0.357	NA	315.00	315.00	0.00
scaffold_6934	4246	17.95	1	7	1.65	0.246	0.174	0.400	241.00	241.00	0.00
scaffold_6935	4241	13.39	1	4	0.94	0.155	0.137	NA	474.50	474.50	0.00
scaffold_6936	4239	16.14	1	3	0.71	0.268	0.192	NA	1022.00	1022.00	0.33
scaffold_6937	4235	15.80	1	6	1.42	0.187	0.117	0.500	481.50	481.50	0.00
scaffold_6938	4229	16.41	1	6	1.42	0.220	0.216	0.200	405.00	405.00	0.17
scaffold_6939	4229	15.54	1	4	0.95	0.197	0.178	NA	116.00	116.00	0.00
scaffold_6940	4228	16.41	1	3	0.71	0.187	0.150	0.500	1496.00	1496.00	0.00
scaffold_6941	4225	14.67	1	3	0.71	0.104	0.105	0.500	1006.00	1006.00	0.00
scaffold_6942	4224	17.73	1	1	0.24	0.357	0.357	NA	2628.00	2628.00	0.00
scaffold_6943	4223	26.10	1	4	0.95	0.587	0.617	3.000	127.50	127.50	0.00
scaffold_6944	4221	13.24	1	1	0.24	0.138	0.138	NA	2734.00	2734.00	0.00
scaffold_6945	4218	16.90	1	6	1.42	0.185	0.175	2.000	288.00	288.00	0.17
scaffold_6946	4216	21.47	1	4	0.95	0.263	0.238	NA	324.50	324.50	0.00
scaffold_6947	4216	17.84	1	5	1.19	0.282	0.252	4.000	359.00	359.00	0.00
scaffold_6948	4211	12.35	1	3	0.71	0.131	0.129	0.500	176.00	176.00	0.00
scaffold_6949	4205	15.20	1	4	0.95	0.158	0.156	1.000	805.50	805.50	0.00
scaffold_6950	4201	39.42	1	2	0.48	0.183	0.183	1.000	1542.00	1542.00	0.00
scaffold_6951	4200	13.29	1	5	1.19	0.134	0.120	0.667	308.00	308.00	0.00
scaffold_6952	4199	34.13	1	2	0.48	0.124	0.124	NA	1444.50	1444.50	0.00
scaffold_6953	4196	19.61	1	4	0.95	0.524	0.255	0.333	756.00	756.00	0.25
scaffold_6954	4189	14.80	1	2	0.48	0.165	0.165	NA	606.00	606.00	0.00
scaffold_6955	4188	17.17	1	1	0.24	1.161	1.161	NA	2714.00	2714.00	0.00
scaffold_6956	4184	16.52	1	5	1.20	0.226	0.246	NA	275.50	275.50	0.20
scaffold_6957	4184	20.12	1	5	1.20	0.346	0.411	NA	303.00	303.00	0.40
scaffold_6958	4180	23.42	1	2	0.48	0.289	0.289	NA	1399.00	1399.00	0.00
scaffold_6959	4179	22.18	1	9	2.15	0.302	0.225	0.800	152.00	152.00	0.33
scaffold_6960	4177	27.58	1	3	0.72	0.496	0.201	NA	484.00	484.00	0.00
scaffold_6961	4171	13.47	1	3	0.72	0.156	0.165	NA	432.00	432.00	0.00
scaffold_6962	4162	15.14	1	2	0.48	0.108	0.108	1.000	696.00	696.00	0.00
scaffold_6963	4161	17.74	1	4	0.96	0.150	0.151	1.000	539.00	539.00	0.00
scaffold_6964	4159	17.67	1	3	0.72	0.462	0.240	NA	752.00	752.00	0.00
scaffold_6965	4151	22.81	1	3	0.72	0.537	0.639	NA	1157.00	1157.00	0.33
scaffold_6966	4148	13.36	1	3	0.72	0.155	0.135	2.000	1634.00	1634.00	0.00
scaffold_6967	4146	18.11	1	4	0.96	0.388	0.420	NA	183.00	183.00	0.25
scaffold_6968	4134	21.79	1	4	0.97	0.161	0.156	0.333	868.00	868.00	0.00
scaffold_6969	4134	24.00	1	7	1.69	0.398	0.288	0.167	105.50	105.50	0.14
scaffold_6970	4133	17.90	1	7	1.69	0.215	0.204	0.167	270.00	270.00	0.00
scaffold_6971	4130	16.03	1	2	0.48	0.257	0.257	NA	609.00	609.00	0.00
scaffold_6972	4128	21.49	1	3	0.73	0.432	0.519	NA	168.00	168.00	0.00
scaffold_6973	4127	18.73	1	1	0.24	1.497	1.497	NA	1938.00	1938.00	0.00
scaffold_6974	4124	20.39	1	8	1.94	0.260	0.227	1.667	63.00	63.00	0.12
scaffold_6975	4119	16.51	1	3	0.73	0.128	0.108	2.000	472.00	472.00	0.00
scaffold_6976	4119	11.05	1	3	0.73	0.187	0.168	NA	718.00	718.00	0.00
scaffold_6977	4111	19.65	1	4	0.97	0.320	0.307	NA	333.00	333.00	0.25
scaffold_6978	4111	18.32	1	3	0.73	0.292	0.342	2.000	644.00	644.00	0.00
scaffold_6979	4110	24.33	1	3	0.73	0.486	0.393	NA	765.00	765.00	0.00
scaffold_6980	4107	21.48	1	5	1.22	0.257	0.261	NA	28.00	28.00	0.00
scaffold_6981	4107	17.24	1	3	0.73	0.498	0.192	2.000	226.00	226.00	0.00
scaffold_6982	4105	16.91	1	3	0.73	0.528	0.225	NA	614.00	614.00	0.00
scaffold_6983	4104	18.30	1	2	0.49	0.411	0.411	NA	1155.50	1155.50	0.00
scaffold_6984	4103	18.91	1	6	1.46	0.330	0.321	NA	169.50	169.50	0.00
scaffold_6985	4102	20.97	1	3	0.73	0.645	0.198	NA	16.00	16.00	0.00
scaffold_6986	4101	23.60	1	6	1.46	0.334	0.285	NA	314.00	314.00	0.17
scaffold_6987	4095	21.12	1	2	0.49	0.730	0.730	NA	708.50	708.50	0.00
scaffold_6988	4086	16.23	1	7	1.71	0.171	0.153	0.167	551.00	551.00	0.29
scaffold_6989	4084	13.86	1	3	0.73	0.161	0.138	NA	1653.00	1653.00	0.33
scaffold_6990	4075	20.54	1	1	0.25	1.599	1.599	NA	2476.00	2476.00	0.00
scaffold_6991	4075	21.84	1	9	2.21	0.274	0.201	NA	139.50	139.50	0.11
scaffold_6992	4071	39.45	1	3	0.74	0.293	0.303	0.500	695.00	695.00	0.00
scaffold_6993	4066	19.21	1	3	0.74	0.435	0.354	0.500	361.00	361.00	0.00
scaffold_6994	4065	18.23	1	4	0.98	0.342	0.348	NA	808.00	808.00	0.00
scaffold_6995	4065	18.87	1	5	1.23	0.233	0.195	NA	356.50	356.50	0.20
scaffold_6996	4062	21.59	1	3	0.74	0.492	0.159	0.500	655.00	655.00	0.00
scaffold_6997	4059	21.38	1	3	0.74	0.646	0.348	NA	416.00	416.00	0.00
scaffold_6998	4046	12.16	1	1	0.25	0.267	0.267	NA	3780.00	3780.00	0.00
scaffold_6999	4045	16.46	1	3	0.74	0.161	0.177	2.000	994.00	994.00	0.00
scaffold_7000	4040	21.66	1	2	0.50	0.608	0.608	NA	1833.00	1833.00	0.50
scaffold_7001	4038	16.67	1	6	1.49	0.206	0.198	0.200	202.50	202.50	0.00
scaffold_7002	4037	12.68	1	5	1.24	0.217	0.114	0.250	419.00	419.00	0.00
scaffold_7003	4030	19.31	1	2	0.50	0.480	0.480	NA	54.00	54.00	0.00
scaffold_7004	4029	14.10	1	1	0.25	0.162	0.162	NA	2101.00	2101.00	0.00
scaffold_7005	4020	19.48	1	3	0.75	0.334	0.291	NA	23.00	23.00	0.00
scaffold_7006	4020	17.06	1	5	1.24	0.202	0.138	NA	53.00	53.00	0.20
scaffold_7007	4008	20.83	1	6	1.50	0.396	0.444	NA	117.00	117.00	0.33
scaffold_7008	4007	27.40	1	1	0.25	0.234	0.234	NA	3774.00	3774.00	0.00
scaffold_7009	4004	21.23	1	3	0.75	0.493	0.495	NA	369.00	369.00	0.00
scaffold_7010	4004	26.07	1	5	1.25	0.515	0.690	NA	72.50	72.50	0.20
scaffold_7011	4000	17.68	1	3	0.75	0.312	0.216	NA	975.00	975.00	0.33
scaffold_7012	3978	17.45	1	3	0.75	0.236	0.144	NA	477.00	477.00	0.00
scaffold_7013	3978	34.97	1	2	0.50	0.426	0.426	NA	458.00	458.00	0.00
scaffold_7014	3978	12.04	1	2	0.50	0.270	0.270	1.000	1317.00	1317.00	0.00
scaffold_7015	3974	13.29	1	1	0.25	0.222	0.222	NA	1278.00	1278.00	0.00
scaffold_7016	3974	19.22	1	5	1.26	0.199	0.153	1.500	511.00	511.00	0.20
scaffold_7017	3972	18.78	1	4	1.01	0.304	0.338	NA	161.00	161.00	0.00
scaffold_7018	3969	34.32	1	1	0.25	0.474	0.474	NA	3268.00	3268.00	0.00
scaffold_7019	3965	14.33	1	4	1.01	0.164	0.147	NA	363.50	363.50	0.00
scaffold_7020	3961	14.01	1	6	1.51	0.122	0.110	5.000	924.50	924.50	0.33
scaffold_7021	3954	11.38	1	1	0.25	0.102	0.102	NA	3776.00	3776.00	0.00
scaffold_7022	3949	16.64	1	3	0.76	0.291	0.312	NA	238.00	238.00	0.00
scaffold_7023	3948	27.41	1	1	0.25	0.168	0.168	NA	3781.00	3781.00	0.00
scaffold_7024	3946	25.29	1	1	0.25	1.935	1.935	NA	741.00	741.00	0.00
scaffold_7025	3945	14.55	1	2	0.51	0.140	0.140	1.000	635.50	635.50	0.00
scaffold_7026	3945	17.49	1	3	0.76	0.250	0.222	2.000	604.00	604.00	0.00
scaffold_7027	3943	14.99	1	4	1.01	0.286	0.232	NA	697.00	697.00	0.00
scaffold_7028	3941	36.41	1	4	1.01	0.218	0.189	1.000	490.00	490.00	0.25
scaffold_7029	3937	16.81	1	7	1.78	0.194	0.144	2.500	346.00	346.00	0.00
scaffold_7030	3936	18.01	1	5	1.27	0.224	0.231	NA	699.00	699.00	0.20
scaffold_7031	3936	21.54	1	4	1.02	0.343	0.222	NA	260.00	260.00	0.25
scaffold_7032	3935	13.09	1	2	0.51	0.124	0.124	NA	1604.00	1604.00	0.00
scaffold_7033	3932	12.87	1	2	0.51	0.159	0.159	1.000	820.50	820.50	0.00
scaffold_7034	3929	14.41	1	2	0.51	0.276	0.276	NA	1220.50	1220.50	0.00
scaffold_7035	3926	17.50	1	5	1.27	0.192	0.141	4.000	258.00	258.00	0.00
scaffold_7036	3916	18.21	1	4	1.02	0.239	0.231	NA	312.00	312.00	0.00
scaffold_7037	3912	14.11	1	2	0.51	0.104	0.104	NA	1853.50	1853.50	0.00
scaffold_7038	3912	14.93	1	5	1.28	0.123	0.105	4.000	574.00	574.00	0.00
scaffold_7039	3912	20.99	1	2	0.51	0.384	0.384	NA	2248.00	2248.00	0.50
scaffold_7040	3905	12.42	1	6	1.54	0.168	0.118	2.000	415.00	415.00	0.17
scaffold_7041	3900	20.46	1	1	0.26	0.768	0.768	NA	2035.00	2035.00	0.00
scaffold_7042	3899	26.72	1	3	0.77	0.850	0.957	2.000	36.00	36.00	0.00
scaffold_7043	3898	14.78	1	5	1.28	0.162	0.153	0.667	633.50	633.50	0.20
scaffold_7044	3895	15.82	1	7	1.80	0.240	0.255	NA	375.00	375.00	0.00
scaffold_7045	3891	19.81	1	2	0.51	0.550	0.550	NA	1395.50	1395.50	0.00
scaffold_7046	3883	12.54	1	3	0.77	0.131	0.117	2.000	1010.00	1010.00	0.00
scaffold_7047	3882	20.17	1	6	1.55	0.247	0.225	5.000	62.00	62.00	0.00
scaffold_7048	3880	22.84	1	2	0.52	0.655	0.655	NA	593.50	593.50	0.00
scaffold_7049	3875	28.77	1	2	0.52	1.012	1.012	1.000	629.50	629.50	0.00
scaffold_7050	3875	40.03	1	2	0.52	0.471	0.471	NA	567.50	567.50	0.00
scaffold_7051	3874	20.86	1	4	1.03	0.342	0.383	0.333	516.00	516.00	0.25
scaffold_7052	3868	15.05	1	1	0.26	0.303	0.303	NA	54.00	54.00	0.00
scaffold_7053	3863	15.58	1	4	1.04	0.226	0.224	NA	619.00	619.00	0.00
scaffold_7054	3855	16.84	1	5	1.30	0.265	0.267	0.667	87.00	87.00	0.00
scaffold_7055	3845	14.75	1	5	1.30	0.237	0.156	4.000	336.50	336.50	0.20
scaffold_7056	3845	25.18	1	6	1.56	0.242	0.218	NA	526.00	526.00	0.17
scaffold_7057	3838	8.88	1	1	0.26	0.135	0.135	NA	3.00	3.00	0.00
scaffold_7058	3837	19.76	1	10	2.61	0.148	0.140	0.429	225.00	225.00	0.10
scaffold_7059	3832	22.34	1	3	0.78	0.644	0.474	2.000	964.00	964.00	0.33
scaffold_7060	3831	25.63	1	5	1.31	0.320	0.288	NA	210.00	210.00	0.00
scaffold_7061	3829	20.84	1	8	2.09	0.316	0.285	NA	18.00	18.00	0.12
scaffold_7062	3825	16.94	1	3	0.78	0.535	0.534	NA	10.00	10.00	0.00
scaffold_7063	3820	15.81	1	1	0.26	0.831	0.831	NA	2648.00	2648.00	0.00
scaffold_7064	3819	17.31	1	5	1.31	0.304	0.291	NA	408.00	408.00	0.00
scaffold_7065	3819	22.13	1	3	0.79	0.383	0.147	NA	1337.50	1337.50	0.33
scaffold_7066	3815	15.52	1	1	0.26	0.210	0.210	NA	676.00	676.00	0.00
scaffold_7067	3814	17.99	1	5	1.31	0.175	0.147	0.250	366.00	366.00	0.00
scaffold_7068	3804	17.11	1	3	0.79	0.375	0.339	NA	717.50	717.50	0.33
scaffold_7069	3800	19.63	1	6	1.58	0.200	0.181	1.000	282.00	282.00	0.00
scaffold_7070	3797	19.67	1	7	1.84	0.310	0.264	NA	116.00	116.00	0.00
scaffold_7071	3794	17.55	1	7	1.85	0.288	0.186	1.333	178.00	178.00	0.00
scaffold_7072	3791	15.85	1	3	0.79	0.249	0.285	2.000	345.00	345.00	0.00
scaffold_7073	3789	18.03	1	4	1.06	0.454	0.263	0.333	847.00	847.00	0.25
scaffold_7074	3786	18.59	1	6	1.58	0.179	0.174	5.000	493.00	493.00	0.17
scaffold_7075	3785	11.18	1	1	0.26	0.255	0.255	NA	2785.00	2785.00	0.00
scaffold_7076	3784	21.12	1	4	1.06	0.247	0.233	NA	51.00	51.00	0.25
scaffold_7077	3783	21.49	1	3	0.79	0.493	0.138	NA	357.00	357.00	0.00
scaffold_7078	3772	19.46	1	3	0.80	0.322	0.270	0.500	449.00	449.00	0.00
scaffold_7079	3769	33.62	1	5	1.33	0.637	0.276	4.000	29.50	29.50	0.20
scaffold_7080	3767	16.25	1	4	1.06	0.248	0.255	1.000	207.50	207.50	0.00
scaffold_7081	3763	20.75	1	3	0.80	0.228	0.222	NA	955.00	955.00	0.00
scaffold_7082	3761	16.25	1	3	0.80	0.189	0.210	NA	718.00	718.00	0.00
scaffold_7083	3757	16.53	1	1	0.27	0.345	0.345	NA	3289.00	3289.00	0.00
scaffold_7084	3745	20.80	1	3	0.80	0.154	0.126	0.500	1101.00	1101.00	0.00
scaffold_7085	3744	16.69	1	4	1.07	0.286	0.336	NA	117.00	117.00	0.25
scaffold_7086	3725	18.66	1	2	0.54	0.310	0.310	NA	538.50	538.50	0.00
scaffold_7087	3725	16.03	1	1	0.27	0.213	0.213	NA	2.00	2.00	0.00
scaffold_7088	3720	26.85	1	2	0.54	0.800	0.800	NA	301.50	301.50	0.00
scaffold_7089	3715	14.89	1	1	0.27	0.147	0.147	NA	133.00	133.00	0.00
scaffold_7090	3713	39.99	1	2	0.54	0.143	0.143	NA	855.00	855.00	0.00
scaffold_7091	3711	13.31	1	1	0.27	0.273	0.273	NA	2536.00	2536.00	0.00
scaffold_7092	3710	35.47	1	2	0.54	0.235	0.235	NA	1186.00	1186.00	0.00
scaffold_7093	3709	13.75	1	2	0.54	0.151	0.151	1.000	1172.00	1172.00	0.00
scaffold_7094	3705	21.84	1	7	1.89	0.216	0.186	0.167	142.00	142.00	0.29
scaffold_7095	3693	20.09	1	5	1.35	0.236	0.216	0.250	152.00	152.00	0.00
scaffold_7096	3693	16.60	1	3	0.81	0.170	0.150	2.000	510.00	510.00	0.00
scaffold_7097	3690	14.01	1	5	1.36	0.214	0.135	1.500	446.00	446.00	0.00
scaffold_7098	3689	15.37	1	4	1.08	0.180	0.197	1.000	433.50	433.50	0.00
scaffold_7099	3688	13.83	1	2	0.54	0.219	0.219	NA	1624.00	1624.00	0.50
scaffold_7100	3688	15.40	1	1	0.27	0.231	0.231	NA	2075.00	2075.00	0.00
scaffold_7101	3682	15.48	1	8	2.17	0.169	0.137	0.600	112.00	112.00	0.00
scaffold_7102	3680	19.40	1	3	0.82	0.238	0.138	NA	1146.00	1146.00	0.00
scaffold_7103	3675	21.99	1	7	1.90	0.320	0.270	NA	94.00	94.00	0.14
scaffold_7104	3672	32.14	1	1	0.27	0.492	0.492	NA	2716.00	2716.00	0.00
scaffold_7105	3665	16.04	1	3	0.82	0.334	0.267	2.000	631.00	631.00	0.00
scaffold_7106	3665	16.02	1	2	0.55	0.194	0.194	NA	1335.00	1335.00	0.00
scaffold_7107	3660	12.84	1	5	1.37	0.133	0.105	NA	148.00	148.00	0.00
scaffold_7108	3656	22.13	1	5	1.37	0.381	0.153	NA	313.00	313.00	0.00
scaffold_7109	3650	15.97	1	2	0.55	0.675	0.675	1.000	589.00	589.00	0.00
scaffold_7110	3647	16.34	1	6	1.65	0.229	0.221	0.200	218.00	218.00	0.17
scaffold_7111	3646	13.71	1	1	0.27	0.123	0.123	NA	3205.00	3205.00	0.00
scaffold_7112	3643	19.65	1	1	0.27	0.714	0.714	NA	2928.00	2928.00	0.00
scaffold_7113	3630	26.89	1	0	0	0	0	1	0	0	0
scaffold_7114	3629	14.38	1	1	0.28	0.234	0.234	NA	669.00	669.00	0.00
scaffold_7115	3624	17.30	1	3	0.83	0.203	0.243	2.000	365.00	365.00	0.00
scaffold_7116	3623	19.27	1	4	1.10	0.255	0.252	NA	289.50	289.50	0.00
scaffold_7117	3623	17.42	1	3	0.83	0.296	0.279	0.500	855.00	855.00	0.00
scaffold_7118	3622	17.97	1	1	0.28	0.153	0.153	NA	1.00	1.00	0.00
scaffold_7119	3616	12.36	1	4	1.11	0.172	0.183	1.000	179.00	179.00	0.00
scaffold_7120	3614	11.84	1	3	0.83	0.219	0.168	2.000	249.00	249.00	0.00
scaffold_7121	3600	20.39	1	2	0.56	0.626	0.626	NA	1176.00	1176.00	0.00
scaffold_7122	3593	18.98	1	6	1.67	0.277	0.269	NA	139.00	139.00	0.00
scaffold_7123	3591	21.33	1	4	1.11	0.218	0.209	NA	735.00	735.00	0.25
scaffold_7124	3590	24.04	1	4	1.11	0.559	0.477	NA	699.00	699.00	0.50
scaffold_7125	3587	30.86	1	2	0.56	0.342	0.342	NA	687.50	687.50	0.00
scaffold_7126	3586	12.52	1	1	0.28	0.099	0.099	NA	1935.00	1935.00	0.00
scaffold_7127	3585	18.41	1	5	1.39	0.233	0.144	0.250	118.00	118.00	0.00
scaffold_7128	3580	14.41	1	1	0.28	0.486	0.486	NA	2603.00	2603.00	0.00
scaffold_7129	3576	30.51	1	3	0.84	0.635	0.444	2.000	434.00	434.00	0.00
scaffold_7130	3573	19.34	1	2	0.56	0.286	0.286	NA	142.50	142.50	0.00
scaffold_7131	3570	17.56	1	1	0.28	0.831	0.831	NA	912.00	912.00	0.00
scaffold_7132	3569	21.60	1	1	0.28	0.948	0.948	NA	2015.00	2015.00	0.00
scaffold_7133	3568	16.84	1	5	1.40	0.217	0.204	4.000	537.00	537.00	0.00
scaffold_7134	3567	14.33	1	3	0.84	0.166	0.135	2.000	97.00	97.00	0.00
scaffold_7135	3566	20.98	1	4	1.12	0.474	0.393	0.333	308.00	308.00	0.00
scaffold_7136	3564	17.45	1	3	0.84	0.338	0.264	NA	49.00	49.00	0.00
scaffold_7137	3563	18.69	1	3	0.84	0.193	0.219	NA	249.00	249.00	0.00
scaffold_7138	3554	14.43	1	4	1.13	0.337	0.154	3.000	172.50	172.50	0.00
scaffold_7139	3552	23.34	1	6	1.69	0.267	0.201	NA	240.50	240.50	0.00
scaffold_7140	3539	25.94	1	8	2.26	0.309	0.237	3.000	93.00	93.00	0.00
scaffold_7141	3536	16.12	1	2	0.57	0.347	0.347	1.000	973.50	973.50	0.00
scaffold_7142	3535	28.54	1	5	1.41	0.401	0.249	NA	332.00	332.00	0.00
scaffold_7143	3535	17.45	1	4	1.13	0.240	0.244	3.000	302.50	302.50	0.00
scaffold_7144	3531	26.62	1	1	0.28	0.381	0.381	NA	2809.00	2809.00	0.00
scaffold_7145	3528	22.28	1	4	1.13	0.473	0.280	3.000	29.50	29.50	0.00
scaffold_7146	3518	20.07	1	3	0.85	0.402	0.348	NA	457.50	457.50	0.33
scaffold_7147	3516	25.46	1	0	0	0	0	1	0	0	0
scaffold_7148	3512	17.77	1	7	1.99	0.257	0.231	6.000	484.00	484.00	0.57
scaffold_7149	3511	18.68	1	5	1.42	0.242	0.240	NA	503.50	503.50	0.20
scaffold_7150	3511	21.82	1	1	0.28	0.945	0.945	NA	627.00	627.00	0.00
scaffold_7151	3509	17.64	1	4	1.14	0.326	0.367	3.000	586.50	586.50	0.00
scaffold_7152	3506	15.15	1	5	1.43	0.160	0.156	4.000	75.00	75.00	0.00
scaffold_7153	3506	15.83	1	7	2.00	0.196	0.189	6.000	338.00	338.00	0.29
scaffold_7154	3483	17.66	1	3	0.86	0.265	0.270	0.500	791.00	791.00	0.00
scaffold_7155	3480	18.45	1	2	0.57	0.498	0.498	1.000	411.50	411.50	0.00
scaffold_7156	3478	39.16	1	2	0.58	0.471	0.471	NA	628.00	628.00	0.00
scaffold_7157	3478	14.32	1	0	0	0	0	1	0	0	0
scaffold_7158	3475	33.99	1	2	0.58	1.596	1.596	NA	8.00	8.00	0.00
scaffold_7159	3472	26.21	1	5	1.44	0.694	0.564	4.000	5.50	5.50	0.20
scaffold_7160	3460	18.76	1	5	1.45	0.188	0.150	0.667	113.00	113.00	0.00
scaffold_7161	3456	20.57	1	4	1.16	0.398	0.385	NA	221.00	221.00	0.00
scaffold_7162	3455	19.91	1	6	1.74	0.250	0.191	2.000	325.00	325.00	0.17
scaffold_7163	3453	20.16	1	2	0.58	1.093	1.093	NA	271.00	271.00	0.00
scaffold_7164	3452	18.42	1	4	1.16	0.205	0.171	NA	766.00	766.00	0.25
scaffold_7165	3444	18.32	1	3	0.87	0.497	0.234	2.000	296.00	296.00	0.00
scaffold_7166	3441	20.66	1	5	1.45	0.354	0.255	0.667	111.00	111.00	0.20
scaffold_7167	3441	19.01	1	7	2.03	0.212	0.201	6.000	195.00	195.00	0.29
scaffold_7168	3436	18.28	1	5	1.46	0.351	0.249	4.000	447.50	447.50	0.20
scaffold_7169	3434	15.58	1	1	0.29	0.177	0.177	NA	3189.00	3189.00	0.00
scaffold_7170	3424	17.23	1	1	0.29	0.810	0.810	NA	99.00	99.00	0.00
scaffold_7171	3418	22.82	1	5	1.46	0.489	0.261	NA	79.00	79.00	0.00
scaffold_7172	3415	16.90	1	6	1.76	0.183	0.149	2.000	229.00	229.00	0.17
scaffold_7173	3413	13.71	1	2	0.59	0.318	0.318	NA	976.50	976.50	0.00
scaffold_7174	3408	23.88	1	7	2.05	0.357	0.267	0.167	50.50	50.50	0.14
scaffold_7175	3403	19.25	1	2	0.59	0.166	0.166	NA	1190.50	1190.50	0.00
scaffold_7176	3403	23.63	1	1	0.29	0.312	0.312	NA	2852.00	2852.00	0.00
scaffold_7177	3403	20.45	1	1	0.29	1.278	1.278	NA	2.00	2.00	0.00
scaffold_7178	3402	23.52	1	5	1.47	0.241	0.150	1.500	440.00	440.00	0.00
scaffold_7179	3391	19.79	1	8	2.36	0.217	0.172	0.143	138.50	138.50	0.00
scaffold_7180	3389	15.93	1	6	1.77	0.181	0.153	5.000	332.00	332.00	0.17
scaffold_7181	3388	15.20	1	6	1.77	0.197	0.180	NA	382.50	382.50	0.33
scaffold_7182	3388	20.81	1	3	0.89	1.063	0.915	NA	1.00	1.00	0.67
scaffold_7183	3387	15.41	1	5	1.48	0.239	0.177	NA	228.00	228.00	0.40
scaffold_7184	3385	26.91	1	8	2.36	0.309	0.237	3.000	80.00	80.00	0.00
scaffold_7185	3371	23.35	1	2	0.59	0.384	0.384	NA	1926.00	1926.00	0.50
scaffold_7186	3370	10.36	1	0	0	0	0	1	0	0	0
scaffold_7187	3370	18.13	1	7	2.08	0.288	0.231	NA	103.50	103.50	0.14
scaffold_7188	3365	28.92	1	1	0.30	0.171	0.171	NA	2114.00	2114.00	0.00
scaffold_7189	3362	19.24	1	2	0.59	0.396	0.396	1.000	1235.50	1235.50	0.00
scaffold_7190	3361	17.82	1	5	1.49	0.263	0.240	NA	205.00	205.00	0.00
scaffold_7191	3357	36.97	1	1	0.30	0.474	0.474	NA	272.00	272.00	0.00
scaffold_7192	3352	18.20	1	3	0.89	0.339	0.420	0.500	899.50	899.50	0.33
scaffold_7193	3346	16.92	1	5	1.49	0.233	0.201	1.500	383.00	383.00	0.20
scaffold_7194	3338	26.90	1	2	0.60	0.616	0.616	1.000	859.50	859.50	0.00
scaffold_7195	3331	12.34	1	3	0.90	0.151	0.159	0.500	1024.00	1024.00	0.00
scaffold_7196	3327	29.07	1	3	0.90	0.687	0.408	2.000	639.00	639.00	0.33
