ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS
scaffold_3632	652	70.55	1	1	1.53	0.651	0.651	NA	1.00	1.00	0.00
scaffold_3633	652	68.25	1	1	1.53	0.381	0.381	NA	270.00	270.00	0.00
scaffold_3634	652	70.09	1	1	1.53	0.576	0.576	NA	76.00	76.00	0.00
scaffold_3635	652	64.88	1	1	1.53	0.651	0.651	NA	2.00	2.00	0.00
scaffold_3636	652	63.65	1	2	3.07	0.317	0.317	NA	10.50	10.50	0.00
scaffold_3637	652	53.53	1	1	1.53	0.225	0.225	NA	379.00	379.00	0.00
scaffold_3638	652	66.10	1	1	1.53	0.363	0.363	NA	2.00	2.00	0.00
scaffold_3639	651	73.43	1	1	1.54	0.651	0.651	NA	1.00	1.00	0.00
scaffold_3640	651	55.76	1	1	1.54	0.321	0.321	NA	330.00	330.00	0.00
scaffold_3641	651	60.68	1	1	1.54	0.165	0.165	NA	485.00	485.00	0.00
scaffold_3642	651	58.53	1	1	1.54	0.438	0.438	NA	169.00	169.00	0.00
scaffold_3643	650	65.38	1	1	1.54	0.570	0.570	NA	81.00	81.00	0.00
scaffold_3644	650	56.62	1	1	1.54	0.306	0.306	NA	2.00	2.00	0.00
scaffold_3645	650	62.62	1	1	1.54	0.441	0.441	NA	209.00	209.00	0.00
scaffold_3646	650	75.69	1	1	1.54	0.648	0.648	NA	2.00	2.00	0.00
scaffold_3647	650	74.77	1	1	1.54	0.348	0.348	NA	3.00	3.00	0.00
scaffold_3648	650	66.15	1	1	1.54	0.075	0.075	NA	576.00	576.00	0.00
scaffold_3649	650	59.85	1	1	1.54	0.549	0.549	NA	3.00	3.00	0.00
scaffold_3650	649	59.48	1	1	1.54	0.645	0.645	NA	3.00	3.00	0.00
scaffold_3651	649	67.80	1	2	3.08	0.206	0.206	NA	120.50	120.50	0.00
scaffold_3652	649	65.95	1	1	1.54	0.648	0.648	NA	2.00	2.00	0.00
scaffold_3653	649	66.87	1	1	1.54	0.645	0.645	NA	3.00	3.00	0.00
scaffold_3654	649	63.94	1	1	1.54	0.297	0.297	NA	2.00	2.00	0.00
scaffold_3655	649	78.43	1	1	1.54	0.648	0.648	NA	1.00	1.00	0.00
scaffold_3656	649	67.80	1	2	3.08	0.300	0.300	1.000	25.00	25.00	0.00
scaffold_3657	648	62.65	1	2	3.09	0.285	0.285	NA	40.50	40.50	0.00
scaffold_3658	648	74.07	1	1	1.54	0.645	0.645	NA	3.00	3.00	0.00
scaffold_3659	648	67.44	1	1	1.54	0.435	0.435	NA	1.00	1.00	0.00
scaffold_3660	648	70.22	1	1	1.54	0.285	0.285	NA	3.00	3.00	0.00
scaffold_3661	648	51.70	1	1	1.54	0.645	0.645	NA	3.00	3.00	0.00
scaffold_3662	647	66.46	1	1	1.55	0.132	0.132	NA	514.00	514.00	0.00
scaffold_3663	647	59.81	1	1	1.55	0.411	0.411	NA	237.00	237.00	0.00
scaffold_3664	647	63.99	1	1	1.55	0.645	0.645	NA	1.00	1.00	0.00
scaffold_3665	647	63.83	1	2	3.09	0.325	0.325	NA	1.00	1.00	0.50
scaffold_3666	647	54.87	1	2	3.09	0.295	0.295	NA	29.00	29.00	0.00
scaffold_3667	647	53.17	1	2	3.09	0.201	0.201	NA	123.50	123.50	0.00
scaffold_3668	646	68.89	1	1	1.55	0.150	0.150	NA	2.00	2.00	0.00
scaffold_3669	646	59.44	1	1	1.55	0.126	0.126	NA	520.00	520.00	0.00
scaffold_3670	646	73.53	1	1	1.55	0.606	0.606	NA	3.00	3.00	0.00
scaffold_3671	646	67.03	1	1	1.55	0.642	0.642	NA	3.00	3.00	0.00
scaffold_3672	646	63.00	1	1	1.55	0.642	0.642	NA	3.00	3.00	0.00
scaffold_3673	646	69.04	1	1	1.55	0.642	0.642	NA	3.00	3.00	0.00
scaffold_3674	646	66.56	1	1	1.55	0.576	0.576	NA	69.00	69.00	0.00
scaffold_3675	646	63.00	1	1	1.55	0.264	0.264	NA	1.00	1.00	0.00
scaffold_3676	646	73.53	1	0	0	0	0	1	0	0	0
scaffold_3677	646	59.75	1	2	3.10	0.369	0.369	1.000	1.00	1.00	0.50
scaffold_3678	646	50.00	1	0	0	0	0	1	0	0	0
scaffold_3679	645	55.97	1	2	3.10	0.231	0.231	1.000	92.00	92.00	0.00
scaffold_3680	645	61.71	1	1	1.55	0.414	0.414	NA	2.00	2.00	0.00
scaffold_3681	645	72.56	1	1	1.55	0.294	0.294	NA	351.00	351.00	0.00
scaffold_3682	645	62.95	1	1	1.55	0.642	0.642	NA	3.00	3.00	0.00
scaffold_3683	644	62.73	1	1	1.55	0.198	0.198	NA	446.00	446.00	0.00
scaffold_3684	644	78.73	1	1	1.55	0.090	0.090	NA	555.00	555.00	0.00
scaffold_3685	644	58.54	1	2	3.11	0.241	0.241	NA	81.50	81.50	0.00
scaffold_3686	644	55.12	1	1	1.55	0.129	0.129	NA	516.00	516.00	0.00
scaffold_3687	644	64.29	1	1	1.55	0.642	0.642	NA	3.00	3.00	0.00
scaffold_3688	644	66.61	1	1	1.55	0.612	0.612	NA	3.00	3.00	0.00
scaffold_3689	644	68.79	1	1	1.55	0.642	0.642	NA	3.00	3.00	0.00
scaffold_3690	644	72.05	1	1	1.55	0.642	0.642	NA	2.00	2.00	0.00
scaffold_3691	643	65.32	1	1	1.56	0.642	0.642	NA	1.00	1.00	0.00
scaffold_3692	643	71.07	1	1	1.56	0.642	0.642	NA	2.00	2.00	0.00
scaffold_3693	643	76.36	1	1	1.56	0.642	0.642	NA	2.00	2.00	0.00
scaffold_3694	643	72.78	1	1	1.56	0.639	0.639	NA	3.00	3.00	0.00
scaffold_3695	643	72.47	1	1	1.56	0.264	0.264	NA	380.00	380.00	0.00
scaffold_3696	643	68.27	1	1	1.56	0.642	0.642	NA	2.00	2.00	0.00
scaffold_3697	643	55.52	1	1	1.56	0.297	0.297	NA	2.00	2.00	0.00
scaffold_3698	643	62.21	1	1	1.56	0.591	0.591	NA	52.00	52.00	0.00
scaffold_3699	642	69.78	1	0	0	0	0	1	0	0	0
scaffold_3700	642	50.78	1	1	1.56	0.066	0.066	NA	3.00	3.00	0.00
scaffold_3701	642	77.26	1	1	1.56	0.639	0.639	NA	3.00	3.00	0.00
scaffold_3702	642	66.36	1	2	3.12	0.288	0.288	1.000	33.50	33.50	0.00
scaffold_3703	641	67.55	1	1	1.56	0.639	0.639	NA	2.00	2.00	0.00
scaffold_3704	641	69.27	1	1	1.56	0.639	0.639	NA	3.00	3.00	0.00
scaffold_3705	641	63.65	1	0	0	0	0	1	0	0	0
scaffold_3706	641	74.26	1	2	3.12	0.306	0.306	NA	15.50	15.50	0.00
scaffold_3707	641	70.83	1	1	1.56	0.624	0.624	NA	1.00	1.00	0.00
scaffold_3708	640	67.66	1	1	1.56	0.636	0.636	NA	3.00	3.00	0.00
scaffold_3709	640	63.75	1	1	1.56	0.321	0.321	NA	319.00	319.00	0.00
scaffold_3710	640	72.97	1	1	1.56	0.639	0.639	NA	1.00	1.00	0.00
scaffold_3711	640	68.75	1	1	1.56	0.639	0.639	NA	1.00	1.00	0.00
scaffold_3712	640	69.38	1	1	1.56	0.159	0.159	NA	2.00	2.00	0.00
scaffold_3713	640	65.00	1	1	1.56	0.231	0.231	NA	2.00	2.00	0.00
scaffold_3714	640	62.81	1	2	3.12	0.393	0.393	1.000	2.00	2.00	0.50
scaffold_3715	640	56.56	1	1	1.56	0.165	0.165	NA	3.00	3.00	0.00
scaffold_3716	640	46.56	1	1	1.56	0.066	0.066	NA	573.00	573.00	0.00
scaffold_3717	639	67.61	1	1	1.56	0.639	0.639	NA	1.00	1.00	0.00
scaffold_3718	639	62.91	1	1	1.56	0.162	0.162	NA	476.00	476.00	0.00
scaffold_3719	639	53.68	1	1	1.56	0.183	0.183	NA	2.00	2.00	0.00
scaffold_3720	639	64.16	1	0	0	0	0	1	0	0	0
scaffold_3721	638	58.62	1	1	1.57	0.408	0.408	NA	1.00	1.00	0.00
scaffold_3722	638	60.03	1	2	3.13	0.232	0.232	1.000	87.00	87.00	0.00
scaffold_3723	638	66.61	1	1	1.57	0.636	0.636	NA	3.00	3.00	0.00
scaffold_3724	638	59.56	1	1	1.57	0.297	0.297	NA	340.00	340.00	0.00
scaffold_3725	638	66.14	1	1	1.57	0.636	0.636	NA	2.00	2.00	0.00
scaffold_3726	638	60.03	1	1	1.57	0.636	0.636	NA	1.00	1.00	0.00
scaffold_3727	637	72.84	1	1	1.57	0.636	0.636	NA	2.00	2.00	0.00
scaffold_3728	637	62.95	1	1	1.57	0.144	0.144	NA	492.00	492.00	0.00
scaffold_3729	637	71.11	1	1	1.57	0.486	0.486	NA	152.00	152.00	0.00
scaffold_3730	637	60.13	1	2	3.14	0.282	0.282	NA	37.50	37.50	0.00
scaffold_3731	637	63.58	1	1	1.57	0.243	0.243	NA	2.00	2.00	0.00
scaffold_3732	637	54.32	1	1	1.57	0.162	0.162	NA	3.00	3.00	0.00
scaffold_3733	637	66.88	1	2	3.14	0.141	0.141	NA	179.00	179.00	0.00
scaffold_3734	636	64.78	1	2	3.14	0.156	0.156	1.000	162.50	162.50	0.00
scaffold_3735	636	65.41	1	1	1.57	0.216	0.216	NA	2.00	2.00	0.00
scaffold_3736	636	68.71	1	2	3.14	0.307	0.307	NA	12.00	12.00	0.00
scaffold_3737	636	62.26	1	1	1.57	0.552	0.552	NA	2.00	2.00	0.00
scaffold_3738	636	69.03	1	1	1.57	0.633	0.633	NA	2.00	2.00	0.00
scaffold_3739	636	54.40	1	1	1.57	0.117	0.117	NA	518.00	518.00	0.00
scaffold_3740	636	51.57	1	1	1.57	0.084	0.084	NA	2.00	2.00	0.00
scaffold_3741	635	56.22	1	1	1.57	0.222	0.222	NA	248.00	248.00	0.00
scaffold_3742	635	71.34	1	1	1.57	0.633	0.633	NA	3.00	3.00	0.00
scaffold_3743	635	68.35	1	2	3.15	0.295	0.295	NA	23.50	23.50	0.00
scaffold_3744	635	68.03	1	1	1.57	0.477	0.477	NA	3.00	3.00	0.00
scaffold_3745	635	65.20	1	1	1.57	0.633	0.633	NA	1.00	1.00	0.00
scaffold_3746	635	71.02	1	1	1.57	0.633	0.633	NA	2.00	2.00	0.00
scaffold_3747	635	74.02	1	1	1.57	0.633	0.633	NA	1.00	1.00	0.00
scaffold_3748	635	68.03	1	1	1.57	0.633	0.633	NA	2.00	2.00	0.00
scaffold_3749	635	50.71	1	1	1.57	0.072	0.072	NA	2.00	2.00	0.00
scaffold_3750	634	72.24	1	1	1.58	0.633	0.633	NA	1.00	1.00	0.00
scaffold_3751	634	73.03	1	1	1.58	0.633	0.633	NA	1.00	1.00	0.00
scaffold_3752	634	56.47	1	0	0	0	0	1	0	0	0
scaffold_3753	634	66.09	1	1	1.58	0.168	0.168	NA	466.00	466.00	0.00
scaffold_3754	634	69.87	1	1	1.58	0.480	0.480	NA	2.00	2.00	0.00
scaffold_3755	634	66.09	1	2	3.15	0.273	0.273	NA	44.50	44.50	0.00
scaffold_3756	634	61.99	1	1	1.58	0.549	0.549	NA	3.00	3.00	0.00
scaffold_3757	633	66.03	1	1	1.58	0.630	0.630	NA	3.00	3.00	0.00
scaffold_3758	633	72.51	1	1	1.58	0.630	0.630	NA	3.00	3.00	0.00
scaffold_3759	633	53.71	1	1	1.58	0.630	0.630	NA	3.00	3.00	0.00
scaffold_3760	633	61.77	1	1	1.58	0.630	0.630	NA	3.00	3.00	0.00
scaffold_3761	633	46.92	1	2	3.16	0.213	0.213	1.000	105.00	105.00	0.00
scaffold_3762	632	58.86	1	2	3.16	0.300	0.300	NA	17.50	17.50	0.00
scaffold_3763	632	68.99	1	1	1.58	0.288	0.288	NA	345.00	345.00	0.00
scaffold_3764	632	65.51	1	1	1.58	0.420	0.420	NA	213.00	213.00	0.00
scaffold_3765	632	63.29	1	1	1.58	0.630	0.630	NA	3.00	3.00	0.00
scaffold_3766	632	72.94	1	1	1.58	0.630	0.630	NA	3.00	3.00	0.00
scaffold_3767	632	60.60	1	2	3.16	0.276	0.276	1.000	41.00	41.00	0.00
scaffold_3768	631	68.15	1	1	1.58	0.621	0.621	NA	1.00	1.00	0.00
scaffold_3769	631	56.10	1	1	1.58	0.291	0.291	NA	3.00	3.00	0.00
scaffold_3770	631	61.33	1	1	1.58	0.504	0.504	NA	3.00	3.00	0.00
scaffold_3771	631	74.48	1	1	1.58	0.627	0.627	NA	3.00	3.00	0.00
scaffold_3772	630	60.95	1	1	1.59	0.417	0.417	NA	212.00	212.00	0.00
scaffold_3773	630	59.05	1	1	1.59	0.531	0.531	NA	1.00	1.00	0.00
scaffold_3774	630	68.73	1	1	1.59	0.327	0.327	NA	1.00	1.00	0.00
scaffold_3775	630	61.59	1	1	1.59	0.258	0.258	NA	2.00	2.00	0.00
scaffold_3776	630	64.76	1	1	1.59	0.627	0.627	NA	3.00	3.00	0.00
scaffold_3777	630	65.24	1	1	1.59	0.630	0.630	NA	1.00	1.00	0.00
scaffold_3778	629	62.64	1	1	1.59	0.405	0.405	NA	2.00	2.00	0.00
scaffold_3779	629	62.00	1	1	1.59	0.627	0.627	NA	1.00	1.00	0.00
scaffold_3780	629	63.91	1	1	1.59	0.549	0.549	NA	2.00	2.00	0.00
scaffold_3781	629	62.64	1	2	3.18	0.272	0.272	NA	8.50	8.50	0.00
scaffold_3782	629	58.51	1	2	3.18	0.174	0.174	1.000	141.00	141.00	0.00
scaffold_3783	628	68.15	1	1	1.59	0.102	0.102	NA	3.00	3.00	0.00
scaffold_3784	628	66.88	1	1	1.59	0.627	0.627	NA	1.00	1.00	0.00
scaffold_3785	628	61.94	1	1	1.59	0.627	0.627	NA	1.00	1.00	0.00
scaffold_3786	628	72.61	1	2	3.18	0.304	0.304	1.000	10.50	10.50	0.00
scaffold_3787	628	70.22	1	0	0	0	0	1	0	0	0
scaffold_3788	628	50.64	1	1	1.59	0.174	0.174	NA	453.00	453.00	0.00
scaffold_3789	628	67.68	1	0	0	0	0	1	0	0	0
scaffold_3790	628	63.06	1	1	1.59	0.624	0.624	NA	3.00	3.00	0.00
scaffold_3791	627	61.56	1	2	3.19	0.161	0.161	1.000	154.50	154.50	0.00
scaffold_3792	627	64.75	1	1	1.59	0.627	0.627	NA	1.00	1.00	0.00
scaffold_3793	627	63.48	1	1	1.59	0.624	0.624	NA	3.00	3.00	0.00
scaffold_3794	627	63.00	1	1	1.59	0.096	0.096	NA	1.00	1.00	0.00
scaffold_3795	626	61.02	1	1	1.60	0.189	0.189	NA	3.00	3.00	0.00
scaffold_3796	626	65.65	1	1	1.60	0.135	0.135	NA	3.00	3.00	0.00
scaffold_3797	626	59.42	1	1	1.60	0.624	0.624	NA	2.00	2.00	0.00
scaffold_3798	626	60.86	1	1	1.60	0.243	0.243	NA	383.00	383.00	0.00
scaffold_3799	626	63.10	1	1	1.60	0.624	0.624	NA	3.00	3.00	0.00
scaffold_3800	626	60.86	1	1	1.60	0.597	0.597	NA	1.00	1.00	0.00
scaffold_3801	626	58.95	1	1	1.60	0.624	0.624	NA	2.00	2.00	0.00
scaffold_3802	626	65.02	1	1	1.60	0.624	0.624	NA	3.00	3.00	0.00
scaffold_3803	625	61.60	1	1	1.60	0.624	0.624	NA	1.00	1.00	0.00
scaffold_3804	625	70.72	1	1	1.60	0.624	0.624	NA	2.00	2.00	0.00
scaffold_3805	625	64.80	1	1	1.60	0.234	0.234	NA	392.00	392.00	0.00
scaffold_3806	624	59.78	1	1	1.60	0.300	0.300	NA	325.00	325.00	0.00
scaffold_3807	624	64.10	1	1	1.60	0.621	0.621	NA	2.00	2.00	0.00
scaffold_3808	624	70.83	1	0	0	0	0	1	0	0	0
scaffold_3809	624	57.21	1	2	3.21	0.112	0.112	1.000	200.50	200.50	0.00
scaffold_3810	624	73.72	1	1	1.60	0.600	0.600	NA	25.00	25.00	0.00
scaffold_3811	623	56.02	1	1	1.61	0.621	0.621	NA	1.00	1.00	0.00
scaffold_3812	623	56.50	1	1	1.61	0.195	0.195	NA	429.00	429.00	0.00
scaffold_3813	623	54.90	1	1	1.61	0.105	0.105	NA	2.00	2.00	0.00
scaffold_3814	623	66.77	1	2	3.21	0.201	0.201	1.000	111.50	111.50	0.00
scaffold_3815	623	67.09	1	1	1.61	0.621	0.621	NA	2.00	2.00	0.00
scaffold_3816	623	52.17	1	1	1.61	0.174	0.174	NA	3.00	3.00	0.00
scaffold_3817	622	62.06	1	2	3.22	0.340	0.340	NA	3.00	3.00	0.50
scaffold_3818	622	62.86	1	1	1.61	0.105	0.105	NA	518.00	518.00	0.00
scaffold_3819	622	65.11	1	1	1.61	0.237	0.237	NA	3.00	3.00	0.00
scaffold_3820	622	46.62	1	1	1.61	0.351	0.351	NA	270.00	270.00	0.00
scaffold_3821	622	46.14	1	1	1.61	0.603	0.603	NA	19.00	19.00	0.00
scaffold_3822	622	56.11	1	1	1.61	0.222	0.222	NA	401.00	401.00	0.00
scaffold_3823	621	52.50	1	1	1.61	0.366	0.366	NA	254.00	254.00	0.00
scaffold_3824	621	62.48	1	1	1.61	0.378	0.378	NA	2.00	2.00	0.00
scaffold_3825	621	71.50	1	1	1.61	0.393	0.393	NA	2.00	2.00	0.00
scaffold_3826	621	63.45	1	1	1.61	0.429	0.429	NA	3.00	3.00	0.00
scaffold_3827	621	67.79	1	1	1.61	0.621	0.621	NA	1.00	1.00	0.00
scaffold_3828	621	55.23	1	2	3.22	0.317	0.317	1.000	2.00	2.00	0.50
scaffold_3829	621	63.29	1	1	1.61	0.111	0.111	NA	510.00	510.00	0.00
scaffold_3830	621	54.11	1	1	1.61	0.222	0.222	NA	2.00	2.00	0.00
scaffold_3831	621	49.92	1	1	1.61	0.072	0.072	NA	548.00	548.00	0.00
scaffold_3832	620	76.61	1	1	1.61	0.618	0.618	NA	1.00	1.00	0.00
scaffold_3833	620	63.23	1	2	3.23	0.289	0.289	NA	21.00	21.00	0.00
scaffold_3834	620	62.26	1	1	1.61	0.087	0.087	NA	3.00	3.00	0.00
scaffold_3835	620	52.90	1	1	1.61	0.303	0.303	NA	3.00	3.00	0.00
scaffold_3836	620	65.00	1	2	3.23	0.240	0.240	1.000	71.00	71.00	0.00
scaffold_3837	619	64.62	1	1	1.62	0.582	0.582	NA	2.00	2.00	0.00
scaffold_3838	619	72.21	1	1	1.62	0.372	0.372	NA	94.00	94.00	0.00
scaffold_3839	619	61.87	1	1	1.62	0.360	0.360	NA	121.00	121.00	0.00
scaffold_3840	619	73.99	1	1	1.62	0.618	0.618	NA	1.00	1.00	0.00
scaffold_3841	618	66.99	1	0	0	0	0	1	0	0	0
scaffold_3842	618	54.85	1	1	1.62	0.105	0.105	NA	514.00	514.00	0.00
scaffold_3843	618	60.84	1	1	1.62	0.618	0.618	NA	1.00	1.00	0.00
scaffold_3844	618	66.83	1	1	1.62	0.495	0.495	NA	3.00	3.00	0.00
scaffold_3845	618	66.99	1	1	1.62	0.177	0.177	NA	2.00	2.00	0.00
scaffold_3846	618	55.99	1	1	1.62	0.093	0.093	NA	1.00	1.00	0.00
scaffold_3847	618	67.31	1	1	1.62	0.618	0.618	NA	1.00	1.00	0.00
scaffold_3848	618	63.59	1	2	3.24	0.230	0.230	NA	80.00	80.00	0.00
scaffold_3849	618	50.00	1	2	3.24	0.111	0.111	1.000	199.50	199.50	0.00
scaffold_3850	617	64.67	1	2	3.24	0.096	0.096	NA	213.50	213.50	0.00
scaffold_3851	617	73.91	1	1	1.62	0.615	0.615	NA	3.00	3.00	0.00
scaffold_3852	617	63.37	1	1	1.62	0.318	0.318	NA	298.00	298.00	0.00
scaffold_3853	617	72.29	1	1	1.62	0.456	0.456	NA	3.00	3.00	0.00
scaffold_3854	617	71.15	1	1	1.62	0.615	0.615	NA	3.00	3.00	0.00
scaffold_3855	617	72.12	1	1	1.62	0.234	0.234	NA	384.00	384.00	0.00
scaffold_3856	617	71.47	1	1	1.62	0.615	0.615	NA	2.00	2.00	0.00
scaffold_3857	616	45.45	1	1	1.62	0.144	0.144	NA	3.00	3.00	0.00
scaffold_3858	616	45.29	1	1	1.62	0.612	0.612	NA	3.00	3.00	0.00
scaffold_3859	616	71.43	1	1	1.62	0.612	0.612	NA	3.00	3.00	0.00
scaffold_3860	616	66.72	1	1	1.62	0.615	0.615	NA	1.00	1.00	0.00
scaffold_3861	616	66.88	1	2	3.25	0.276	0.276	NA	32.50	32.50	0.00
scaffold_3862	616	59.42	1	1	1.62	0.615	0.615	NA	1.00	1.00	0.00
scaffold_3863	616	59.74	1	1	1.62	0.417	0.417	NA	199.00	199.00	0.00
scaffold_3864	616	49.19	1	1	1.62	0.114	0.114	NA	501.00	501.00	0.00
scaffold_3865	616	58.60	1	1	1.62	0.162	0.162	NA	455.00	455.00	0.00
scaffold_3866	615	49.92	1	1	1.63	0.114	0.114	NA	501.00	501.00	0.00
scaffold_3867	615	64.72	1	1	1.63	0.615	0.615	NA	1.00	1.00	0.00
scaffold_3868	615	59.67	1	1	1.63	0.189	0.189	NA	1.00	1.00	0.00
scaffold_3869	615	65.69	1	2	3.25	0.261	0.261	NA	47.00	47.00	0.00
scaffold_3870	615	69.43	1	0	0	0	0	1	0	0	0
scaffold_3871	615	76.59	1	1	1.63	0.612	0.612	NA	3.00	3.00	0.00
scaffold_3872	615	60.98	1	1	1.63	0.615	0.615	NA	1.00	1.00	0.00
scaffold_3873	615	59.35	1	1	1.63	0.210	0.210	NA	1.00	1.00	0.00
scaffold_3874	615	69.76	1	1	1.63	0.615	0.615	NA	1.00	1.00	0.00
scaffold_3875	615	73.98	1	2	3.25	0.257	0.257	NA	52.50	52.50	0.00
scaffold_3876	615	61.79	1	1	1.63	0.267	0.267	NA	3.00	3.00	0.00
scaffold_3877	614	59.28	1	1	1.63	0.078	0.078	NA	1.00	1.00	0.00
scaffold_3878	614	59.12	1	1	1.63	0.612	0.612	NA	3.00	3.00	0.00
scaffold_3879	614	72.80	1	1	1.63	0.612	0.612	NA	1.00	1.00	0.00
scaffold_3880	614	67.92	1	1	1.63	0.612	0.612	NA	3.00	3.00	0.00
scaffold_3881	614	67.92	1	1	1.63	0.612	0.612	NA	3.00	3.00	0.00
scaffold_3882	613	70.80	1	1	1.63	0.609	0.609	NA	3.00	3.00	0.00
scaffold_3883	613	66.56	1	1	1.63	0.612	0.612	NA	1.00	1.00	0.00
scaffold_3884	613	66.56	1	1	1.63	0.609	0.609	NA	3.00	3.00	0.00
scaffold_3885	613	59.71	1	1	1.63	0.327	0.327	NA	3.00	3.00	0.00
scaffold_3886	613	52.69	1	1	1.63	0.126	0.126	NA	1.00	1.00	0.00
scaffold_3887	613	60.85	1	2	3.26	0.224	0.224	NA	84.50	84.50	0.00
scaffold_3888	612	56.54	1	1	1.63	0.222	0.222	NA	3.00	3.00	0.00
scaffold_3889	612	62.42	1	1	1.63	0.156	0.156	NA	3.00	3.00	0.00
scaffold_3890	612	69.93	1	1	1.63	0.609	0.609	NA	2.00	2.00	0.00
scaffold_3891	612	67.16	1	1	1.63	0.612	0.612	NA	1.00	1.00	0.00
scaffold_3892	612	57.84	1	1	1.63	0.609	0.609	NA	3.00	3.00	0.00
scaffold_3893	612	48.69	1	1	1.63	0.090	0.090	NA	521.00	521.00	0.00
scaffold_3894	612	46.24	1	0	0	0	0	1	0	0	0
scaffold_3895	612	46.90	1	2	3.27	0.201	0.201	NA	67.50	67.50	0.00
scaffold_3896	611	62.03	1	1	1.64	0.609	0.609	NA	1.00	1.00	0.00
scaffold_3897	611	65.14	1	1	1.64	0.492	0.492	NA	98.00	98.00	0.00
scaffold_3898	611	61.54	1	2	3.27	0.264	0.264	1.000	42.50	42.50	0.00
scaffold_3899	611	63.01	1	1	1.64	0.234	0.234	NA	376.00	376.00	0.00
scaffold_3900	611	60.23	1	2	3.27	0.146	0.146	1.000	160.50	160.50	0.00
scaffold_3901	611	58.76	1	2	3.27	0.318	0.318	NA	3.00	3.00	0.50
scaffold_3902	611	46.15	1	1	1.64	0.156	0.156	NA	455.00	455.00	0.00
scaffold_3903	611	55.81	1	1	1.64	0.144	0.144	NA	1.00	1.00	0.00
scaffold_3904	611	65.96	1	0	0	0	0	1	0	0	0
scaffold_3905	610	60.33	1	2	3.28	0.288	0.288	1.000	17.50	17.50	0.00
scaffold_3906	610	70.82	1	2	3.28	0.327	0.327	NA	2.00	2.00	0.50
scaffold_3907	610	68.03	1	1	1.64	0.600	0.600	NA	3.00	3.00	0.00
scaffold_3908	610	62.79	1	1	1.64	0.594	0.594	NA	15.00	15.00	0.00
scaffold_3909	610	59.18	1	2	3.28	0.269	0.269	NA	37.00	37.00	0.00
scaffold_3910	610	52.62	1	1	1.64	0.207	0.207	NA	368.00	368.00	0.00
scaffold_3911	609	58.78	1	1	1.64	0.309	0.309	NA	299.00	299.00	0.00
scaffold_3912	609	63.05	1	1	1.64	0.606	0.606	NA	3.00	3.00	0.00
scaffold_3913	609	61.74	1	1	1.64	0.375	0.375	NA	235.00	235.00	0.00
scaffold_3914	609	62.23	1	1	1.64	0.330	0.330	NA	3.00	3.00	0.00
scaffold_3915	609	74.06	1	0	0	0	0	1	0	0	0
scaffold_3916	609	51.72	1	0	0	0	0	1	0	0	0
scaffold_3917	608	65.95	1	2	3.29	0.183	0.183	NA	37.00	37.00	0.00
scaffold_3918	608	66.45	1	1	1.64	0.552	0.552	NA	57.00	57.00	0.00
scaffold_3919	608	59.38	1	2	3.29	0.300	0.300	NA	5.50	5.50	0.00
scaffold_3920	608	50.16	1	1	1.64	0.135	0.135	NA	100.00	100.00	0.00
scaffold_3921	607	60.30	1	1	1.65	0.606	0.606	NA	1.00	1.00	0.00
scaffold_3922	607	58.15	1	1	1.65	0.075	0.075	NA	531.00	531.00	0.00
scaffold_3923	607	57.00	1	1	1.65	0.153	0.153	NA	453.00	453.00	0.00
scaffold_3924	607	68.37	1	1	1.65	0.603	0.603	NA	3.00	3.00	0.00
scaffold_3925	607	60.46	1	1	1.65	0.123	0.123	NA	484.00	484.00	0.00
scaffold_3926	607	64.91	1	1	1.65	0.606	0.606	NA	2.00	2.00	0.00
scaffold_3927	607	62.27	1	1	1.65	0.606	0.606	NA	2.00	2.00	0.00
scaffold_3928	607	61.61	1	2	3.29	0.217	0.217	NA	74.00	74.00	0.00
scaffold_3929	606	68.65	1	1	1.65	0.603	0.603	NA	3.00	3.00	0.00
scaffold_3930	605	62.98	1	1	1.65	0.249	0.249	NA	3.00	3.00	0.00
scaffold_3931	605	64.46	1	1	1.65	0.603	0.603	NA	3.00	3.00	0.00
scaffold_3932	605	71.90	1	1	1.65	0.603	0.603	NA	1.00	1.00	0.00
scaffold_3933	605	67.44	1	1	1.65	0.603	0.603	NA	2.00	2.00	0.00
scaffold_3934	605	71.57	1	1	1.65	0.603	0.603	NA	1.00	1.00	0.00
scaffold_3935	605	69.92	1	1	1.65	0.603	0.603	NA	2.00	2.00	0.00
scaffold_3936	605	68.26	1	1	1.65	0.603	0.603	NA	3.00	3.00	0.00
scaffold_3937	605	61.32	1	1	1.65	0.588	0.588	NA	18.00	18.00	0.00
scaffold_3938	605	56.53	1	1	1.65	0.168	0.168	NA	233.00	233.00	0.00
scaffold_3939	604	66.56	1	1	1.66	0.603	0.603	NA	1.00	1.00	0.00
scaffold_3940	604	70.36	1	2	3.31	0.277	0.277	NA	25.50	25.50	0.00
scaffold_3941	604	72.52	1	1	1.66	0.603	0.603	NA	1.00	1.00	0.00
scaffold_3942	604	65.89	1	1	1.66	0.360	0.360	NA	1.00	1.00	0.00
scaffold_3943	604	64.90	1	1	1.66	0.447	0.447	NA	158.00	158.00	0.00
