VOG	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Allomyces_macrogynus_ATCC_38327	Anaeromyces_robustus_v1.0	Batrachochytrium_dendrobatidis_JAM81_v1.0	Blastocladiella_britannica_v1.0	Blyttiomyces_helicus_single-cell_v1.0	Blyttiomyces_sp	Boothiomyces_macroporosum_PLAUS21	Borealophlyctis_nickersoniae_WJD170	Caecomyces_churrovis_A_v1.0	Catenaria_anguillulae_PL171_v2.0	Caulochytrium_protostelioides_ATCC_52028_single-cell_v1.0	Caulochytrium_protostelioides_ATCC_52028_v1.0	Chytridium_lagenaria_Arg66_v1.0	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0117	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Chytriomyces_hyalinus_JEL632_v1.0	Chytriomyces_sp._MP_71_v1.0	Cladochytrium_polystomum_WB228_v1.0	Cladochytrium_replicatum_JEL714_v1.0	Cladochytrium_tenue_C_tenue	Dinochytrium_kinnereticum_KLL_TL_06062013	Entophlyctis_helioformis_JEL805_v1.0	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp	Fimicolochytrium_jonesii_JEL569_v1.0	Gaertneriomyces_semiglobifer_Barr_43_v1.0	Gaertneriomyces_sp	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Geranomyces_variabilis_JEL559_v1.0	Globomyces_pollinis-pini_Arg68_v1.0	Gonapodya_prolifera_v1.0	Gorgonomyces_haynaldii_MP57_v1.0	Homolaphlyctis_polyrhiza_JEL142_v1.0	Hyaloraphidium_curvatum_SAG235-1_v1.0	Irineochytrium_annulatum_JEL0729	Kappamyces_sp	Lobulomyces_angularis_JEL0522	Lobulomyces_sp	Neocallimastix_californiae_G1_v1.0	Nowakowskiella_sp	Obelidium_mucronatum_JEL802_v1.0	Paranamyces_uniporus_JEL0695	Paraphysoderma_sedebokerense_JEL0847	Paraphysoderma_sedebokerense_JEL821_v1.0	Pecoramyces_ruminatium_C1A	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	Piromyces_finnis_v3.0	Piromyces_sp._E2_v1.0	Podochytrium_sp	Polychytrium_aggregatum_JEL109_v1.0	Powellomyces_hirtus_BR81_v1.0	Quaeritorhiza_haematococci_JEL0916	Rhizoclosmatium_globosum_JEL800_v1.0	Rhizoclosmatium_hyalinus_JEL0917	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rhizophydium_sp	Siphonaria_sp	SmithFen_BAUOG	Spizellomyces_punctatus_DAOM_BR117	Thoreauomyces_humboldtii_JEL0095	Triparticalcar_arcticum_BR59_v1.0	Unknown_unknown_JEL0888
NCVOG4467				scaffold_409																																				scaffold_975		scaffold_23							scaffold_35											scaffold_622															
NCVOG4468				scaffold_521					NODE_685_length_2968_cov_139.747838																																				NODE_2210_length_4303_cov_15.717227			NODE_2937_length_1608_cov_93.123449	scaffold_236										scaffold_69	scaffold_951				NODE_1400_length_9555_cov_30.208061			NODE_889_length_13998_cov_54.972128						NODE_1481_length_3938_cov_40.400155		
NCVOG4477			Supercontig_9	scaffold_70			NODE_6021							scaffold_96									scaffold_55	scaffold_74	NODE_45_length_34765_cov_32.970422		scaffold_268		NODE_112_length_71682_cov_8.875009			scaffold_28											scaffold_1897			NODE_4879_length_686_cov_25.528736			scaffold_78	NODE_804_length_5166_cov_12.196306								NODE_1150_length_10647_cov_19.585904	scaffold_3	scaffold_226		scaffold_9			scaffold_129			NODE_1046_length_2663_cov_4.645012	NODE_105_length_42207_cov_25.757251		NODE_7				
NCVOG4487			Supercontig_21						NODE_5475_length_821_cov_168.533602			scaffold_224		scaffold_59																	scaffold_4			NODE_46_length_191455_cov_12.542100	NODE_114_length_65326_cov_13.829407	NODE_23_length_440405_cov_36.880430	NODE_4_length_797427_cov_22.570721	NODE_15_length_540448_cov_22.689419	scaffold_22	scaffold_54		scaffold_5			NODE_302_length_25951_cov_20.190887	NODE_48_length_25860_cov_27.985843		NODE_848_length_7642_cov_62.772241		NODE_33042_length_200_cov_18.878049								NODE_6364_length_1552_cov_8.579661					scaffold_15						NODE_1259_length_2687_cov_8.328736			Supercontig_6	NODE_14_length_73741_cov_36.700804		
NCVOG4493																																																NODE_1538_length_3998_cov_30.149197										NODE_4228_length_3301_cov_13.993797															NODE_179_length_31293_cov_35.603985		
NCVOG4494	NODE_238_length_13944_cov_20.752657	NODE_372_length_19690_cov_12.419161	Supercontig_16	scaffold_566	scaffold_1	scaffold_42	NODE_697		NODE_1824_length_1676_cov_198.352095	NODE_1367_length_8650_cov_14.553715	scaffold_5877	scaffold_152	scaffold_855	scaffold_55	scaffold_88	NODE_3757_length_599_cov_9.530651	NODE_1937_length_1156_cov_30.188137	NODE_1506_length_3279_cov_7.158963	NODE_3153_length_986_cov_4.738174	NODE_10_length_232029_cov_6.395008	scaffold_137	scaffold_247	scaffold_14	scaffold_19	NODE_838_length_8562_cov_29.479316	NODE_29_length_107867_cov_5.814463	scaffold_10		NODE_124_length_68143_cov_9.275997	NODE_660_length_7675_cov_2.185970	scaffold_21	scaffold_10	NODE_39_length_129811_cov_15.239791	NODE_59_length_135042_cov_12.605016	NODE_54_length_148705_cov_14.090716	NODE_22_length_444557_cov_36.796673	NODE_14_length_362242_cov_22.519887	NODE_2_length_1088676_cov_22.502070	scaffold_60	scaffold_184	scaffold_80	scaffold_13	scaffold_360	scaffold_15	NODE_83_length_49532_cov_22.876534	NODE_3140_length_1013_cov_38.222222	NODE_27_length_156229_cov_7.049839	NODE_2652_length_1875_cov_60.239711	scaffold_20	NODE_103_length_34534_cov_24.769104	scaffold_10	NODE_2208_length_3233_cov_6.336185	NODE_1395_length_2722_cov_25.262760	scaffold_13	c_7180000092307	NODE_260_length_40421_cov_6.446262	NODE_51_length_164411_cov_9.179585	NODE_3658_length_3987_cov_15.790026	scaffold_36	scaffold_193	NODE_10078_length_510_cov_8.963048	scaffold_11	scaffold_1	NODE_18_length_56120_cov_38.289117	scaffold_115	NODE_2356_length_2401_cov_5.000861	NODE_1213_length_10082_cov_49.845177	NODE_1_length_507704_cov_5.826625	NODE_114_length_39526_cov_25.999823	NODE_187_length_35237_cov_4.340273		Supercontig_4	NODE_24_length_66905_cov_35.403633	scaffold_10	NODE_4937_length_3351_cov_22.540929
NCVOG4496																																																																			NODE_27_length_75372_cov_56.416110								
NCVOG4498												scaffold_27		scaffold_100			NODE_38_length_138666_cov_10.212095																															NODE_4741_length_288_cov_2.104265				NODE_1014_length_9362_cov_3.566828																							
NCVOG4499						scaffold_260								scaffold_305									scaffold_21	scaffold_8			scaffold_44																															NODE_608_length_14342_cov_15.991167				scaffold_42			scaffold_9										
NCVOG4502														scaffold_96																																		NODE_4739_length_288_cov_2.919431																											
NCVOG4504			Supercontig_17											scaffold_81																						NODE_7_length_855419_cov_36.795681			scaffold_12				scaffold_398																						scaffold_4										
NCVOG4505									NODE_3608_length_1077_cov_279.380000					scaffold_305									scaffold_66									scaffold_13																		NODE_1578_length_3203_cov_28.467370								NODE_643_length_14027_cov_17.249104															NODE_329_length_22700_cov_34.111745		
NCVOG4507														scaffold_51																																		NODE_152_length_27449_cov_99.600541																											
NCVOG4511	NODE_13_length_362811_cov_21.122776		Supercontig_61	scaffold_478		scaffold_617					scaffold_1915	scaffold_8		scaffold_288	scaffold_74		NODE_44_length_130395_cov_10.268697				scaffold_47	scaffold_215	scaffold_35	scaffold_50			scaffold_221				scaffold_1								scaffold_7		scaffold_100										scaffold_282		NODE_2041_length_1643_cov_21.446999	scaffold_88	c_7180000087254				scaffold_4	scaffold_434		scaffold_19	scaffold_14						NODE_52_length_77755_cov_25.788926		NODE_182	Supercontig_5		scaffold_34	
NCVOG4517																																													NODE_77_length_50573_cov_9.429539																														
NCVOG4518		NODE_615_length_15308_cov_14.233406	Supercontig_14						NODE_120_length_8456_cov_190.413892			scaffold_16			scaffold_55			NODE_15252_length_736_cov_5.582701								NODE_412_length_19546_cov_17.429760			NODE_8_length_196042_cov_9.730579	NODE_63_length_87207_cov_4.428670	scaffold_10										scaffold_1	scaffold_5	scaffold_100		NODE_142_length_38632_cov_19.179536	NODE_2530_length_1192_cov_23.364126	NODE_56_length_113190_cov_6.801376	NODE_24_length_50133_cov_159.868989	scaffold_100			NODE_11_length_242354_cov_5.772959	NODE_1972_length_1699_cov_27.517879	scaffold_57							NODE_18314_length_254_cov_9.237288		scaffold_18	NODE_6576_length_1354_cov_13.469068		NODE_2123_length_2522_cov_7.641309			NODE_992_length_3304_cov_23.779981	NODE_55_length_55137_cov_4.193008		Supercontig_1	NODE_125_length_36755_cov_36.445417	scaffold_16	
NCVOG4520									NODE_2876_length_1263_cov_118.739460																																							NODE_588_length_11130_cov_77.076450										NODE_1058_length_11126_cov_15.566205																	
NCVOG4522	NODE_88_length_97664_cov_20.756832	NODE_4731_length_1126_cov_16.861773	Supercontig_24	scaffold_15	scaffold_1	scaffold_1465	NODE_4414		NODE_10451_length_504_cov_198.391101	NODE_686_length_15792_cov_14.268597	scaffold_243	scaffold_333	scaffold_2841	scaffold_27		NODE_1242_length_4027_cov_11.614684	NODE_1996_length_1085_cov_14.927579	NODE_3648_length_2202_cov_8.556706	NODE_6606_length_398_cov_4.688474	NODE_2783_length_1126_cov_11.563394	scaffold_122	scaffold_328	scaffold_243	scaffold_19	NODE_1353_length_5348_cov_18.065832	NODE_9739_length_284_cov_11.729469	scaffold_53		NODE_22_length_154953_cov_9.477608	NODE_377_length_19894_cov_4.286320	scaffold_15	scaffold_2	NODE_3_length_1048457_cov_16.008489	NODE_2_length_699377_cov_12.543642	NODE_4_length_453383_cov_14.078176	NODE_15_length_589584_cov_37.775908	NODE_10_length_426634_cov_22.585511	NODE_12_length_577205_cov_22.723553	scaffold_7	scaffold_40		scaffold_8		scaffold_17	NODE_31_length_76552_cov_9.682955	NODE_549_length_6203_cov_35.675971	NODE_52_length_115336_cov_6.559982	NODE_1962_length_2901_cov_52.017351	scaffold_330		scaffold_51	NODE_11715_length_291_cov_7.911215	NODE_2285_length_1450_cov_25.561544	scaffold_3	c_7180000085794	NODE_245_length_41602_cov_5.685322	NODE_102_length_99135_cov_18.147218	NODE_2475_length_6060_cov_17.902056	scaffold_9	scaffold_778	NODE_9207_length_581_cov_4.869048	scaffold_39	scaffold_6	NODE_40_length_45296_cov_34.955395	scaffold_20	NODE_11421_length_875_cov_12.325815	NODE_1324_length_9055_cov_53.760080	NODE_383_length_36888_cov_5.715221	NODE_2107_length_1500_cov_27.152388	NODE_593_length_20877_cov_4.179615		Supercontig_2	NODE_590_length_14804_cov_33.573444	scaffold_27	NODE_1104_length_8282_cov_29.709445
NCVOG4523	NODE_3_length_539987_cov_21.144374	NODE_9_length_170348_cov_26.585343	Supercontig_5	scaffold_740	scaffold_1	scaffold_126	NODE_1269		NODE_40_length_32425_cov_194.217448		scaffold_3843	scaffold_12	scaffold_3861	scaffold_10	scaffold_24	NODE_385_length_20664_cov_9.289017	NODE_442_length_19509_cov_9.724887	NODE_31_length_36819_cov_5.469218	NODE_39_length_111592_cov_5.021827	NODE_56_length_111855_cov_6.626715	scaffold_9	scaffold_82	scaffold_113	scaffold_19	NODE_553_length_11851_cov_32.096654	NODE_19_length_126197_cov_5.915898	scaffold_53		NODE_86_length_86043_cov_9.456500	NODE_13_length_164261_cov_4.332231		scaffold_1	NODE_2_length_1054681_cov_16.125990	NODE_59_length_135042_cov_12.605016	NODE_64_length_137282_cov_14.319806	NODE_22_length_444557_cov_36.796673	NODE_8_length_428378_cov_22.293616	NODE_5_length_838540_cov_22.473805	scaffold_57	scaffold_232	scaffold_6	scaffold_9	scaffold_1250	scaffold_45	NODE_47_length_64775_cov_9.153266	NODE_3695_length_897_cov_26.464634	NODE_64_length_105244_cov_6.755380	NODE_2518_length_2038_cov_81.580826		NODE_641_length_6304_cov_10.483539	scaffold_14	NODE_751_length_15073_cov_3.454721	NODE_687_length_5752_cov_23.591894	scaffold_12		NODE_1412_length_5605_cov_6.302822	NODE_31_length_204659_cov_9.391115	NODE_2871_length_5198_cov_19.098614	scaffold_64	scaffold_490	NODE_372_length_19821_cov_5.125658	scaffold_170	scaffold_2	NODE_62_length_40324_cov_36.065868	scaffold_44	NODE_49_length_22376_cov_3.880309	NODE_291_length_29755_cov_49.815789	NODE_65_length_157536_cov_5.620685	NODE_7_length_238172_cov_8.142767	NODE_423_length_24798_cov_3.995550		Supercontig_1	NODE_373_length_20388_cov_39.076756	scaffold_12	NODE_549_length_10963_cov_39.535183
NCVOG4524																																		NODE_78_length_104653_cov_12.736966																	scaffold_37																								
NCVOG4533	NODE_14_length_346647_cov_16.546608			scaffold_633												NODE_4_length_279442_cov_8.744513	NODE_667_length_10347_cov_10.163291		NODE_603_length_11623_cov_4.663866	NODE_9926_length_281_cov_4.882353	scaffold_42										scaffold_1														NODE_292_length_26214_cov_9.688335				scaffold_75			NODE_2086_length_3500_cov_3.908268										scaffold_12													
NCVOG4535														scaffold_117																															NODE_1545_length_7462_cov_18.251456			NODE_5611_length_167_cov_154.855556																											
NCVOG4540																																																NODE_47_length_42283_cov_92.715853																											
NCVOG4543																																																NODE_341_length_17152_cov_71.868279																											
NCVOG4550										NODE_245_length_27618_cov_14.815112																																																																	
NCVOG4556														scaffold_78																															NODE_1484_length_7888_cov_17.515299													NODE_241_length_19777_cov_17.601624				scaffold_260											NODE_1707_length_2718_cov_26.194245		
NCVOG4561						scaffold_1150					scaffold_41	scaffold_217		scaffold_11	scaffold_227						scaffold_275	scaffold_555	scaffold_155	scaffold_19										NODE_4_length_521025_cov_12.596912			NODE_55_length_151872_cov_22.328871		scaffold_93							NODE_422_length_7633_cov_34.371758			scaffold_3		scaffold_8				c_7180000067302					scaffold_320		scaffold_13	scaffold_19											scaffold_69	
NCVOG4564																																																										NODE_3133_length_4770_cov_14.048796																	
NCVOG4566	NODE_59_length_147763_cov_20.819286		Supercontig_13	scaffold_320	scaffold_5				NODE_2876_length_1263_cov_118.739460			scaffold_40		scaffold_47						NODE_2286_length_1405_cov_9.423193	scaffold_5		scaffold_467	scaffold_74			scaffold_398				scaffold_1	scaffold_9								scaffold_24		scaffold_17							scaffold_24		scaffold_58		NODE_348_length_9415_cov_23.344613		c_7180000083111				scaffold_16	scaffold_691		scaffold_18			scaffold_8				NODE_4990_length_1469_cov_6.711207	NODE_2319_length_5422_cov_5.109074		Supercontig_16	NODE_1367_length_4735_cov_31.051954		
NCVOG4568	NODE_196_length_22740_cov_20.539293		Supercontig_51	scaffold_65	scaffold_6							scaffold_19		scaffold_45	scaffold_128	NODE_425_length_17855_cov_8.608111	NODE_213_length_45078_cov_10.697918		NODE_4284_length_648_cov_3.826620	NODE_473_length_8107_cov_6.962640	scaffold_29	scaffold_670	scaffold_154	scaffold_18		NODE_2649_length_1279_cov_10.666389	scaffold_77		NODE_361_length_21403_cov_8.651224	NODE_360_length_21140_cov_4.559892	scaffold_1	scaffold_1	NODE_8_length_756968_cov_15.931627	NODE_86_length_83913_cov_13.079059	NODE_42_length_171934_cov_14.037954	NODE_16_length_584986_cov_36.556405	NODE_4_length_797427_cov_22.570721	NODE_20_length_465832_cov_22.406667	scaffold_1	scaffold_64	scaffold_19	scaffold_2					NODE_5_length_316408_cov_6.760224				scaffold_44	NODE_925_length_10841_cov_3.729376	NODE_6681_length_585_cov_13.846457	scaffold_73			NODE_224_length_45623_cov_9.546964	NODE_1121_length_10757_cov_19.984738	scaffold_92	scaffold_258		scaffold_175	scaffold_33		scaffold_78	NODE_2894_length_2170_cov_8.901577			NODE_2_length_272177_cov_24.631454	NODE_2924_length_3424_cov_4.460711		Supercontig_16		scaffold_9	
NCVOG4571														scaffold_305									scaffold_145																																																				
NCVOG4575										NODE_898_length_12908_cov_13.851298																																			NODE_2562_length_3382_cov_15.957640			NODE_5611_length_167_cov_154.855556										NODE_532_length_15099_cov_16.923912						NODE_3121_length_4294_cov_24.672279			NODE_506_length_21380_cov_55.908088						NODE_3164_length_336_cov_48.397683		
NCVOG4579																							scaffold_457																									NODE_1606_length_3798_cov_78.858103									NODE_404_length_15484_cov_9.055689	NODE_1395_length_9404_cov_17.510775									NODE_578_length_19810_cov_50.818933								
NCVOG4580														scaffold_96																							NODE_81_length_70098_cov_22.498122																																						
NCVOG4581									NODE_14105_length_320_cov_66.592593																																																																		
NCVOG4582										NODE_237_length_28070_cov_15.276212				scaffold_237									scaffold_151				scaffold_185		NODE_164_length_51769_cov_11.729740																			NODE_1682_length_3576_cov_88.609603		NODE_4087_length_1058_cov_7.097859	scaffold_3							NODE_419_length_16704_cov_15.958982		scaffold_239		scaffold_41					NODE_843_length_14769_cov_48.817316						NODE_742_length_12003_cov_30.881855		
NCVOG4584						scaffold_507								scaffold_368							scaffold_81																																									scaffold_185													
NCVOG4587					scaffold_14	scaffold_507											NODE_667_length_10347_cov_10.163291		NODE_607_length_11419_cov_4.766355	NODE_9926_length_281_cov_4.882353	scaffold_42		scaffold_10	scaffold_94			scaffold_40																									NODE_1664_length_4681_cov_3.574066			c_7180000070040																	Supercontig_2			
NCVOG4590									NODE_2_length_148905_cov_199.650543																																									NODE_5647_length_1094_cov_82.447394		NODE_553_length_22656_cov_5.502309	NODE_8014_length_306_cov_12.096070														NODE_1552_length_7612_cov_51.004247	NODE_237_length_65068_cov_5.321183	NODE_12_length_67517_cov_24.050593						
NCVOG4591																																																										NODE_121_length_24168_cov_18.183845																	
NCVOG4594														scaffold_170																																												NODE_5716_length_1979_cov_10.588854																	
NCVOG4595																																																													NODE_80_length_40468_cov_5.086084		scaffold_6				NODE_1161_length_10547_cov_39.666285								
NCVOG4596						scaffold_260					scaffold_63			scaffold_461				NODE_16_length_68669_cov_5.088013					scaffold_55	scaffold_74			scaffold_521																						scaffold_115											scaffold_22		scaffold_39			scaffold_9							Supercontig_3			
NCVOG4597																																scaffold_3																																NODE_1352_length_9859_cov_36.020752											
NCVOG4598					scaffold_4									scaffold_274									scaffold_96				scaffold_527														scaffold_23						NODE_4432_length_153_cov_3.578947																												
NCVOG4605	NODE_268_length_7199_cov_20.051671		Supercontig_4	scaffold_185	scaffold_5	scaffold_601			NODE_438_length_3761_cov_132.351792	NODE_957_length_12370_cov_16.185797		scaffold_106		scaffold_54	scaffold_54						scaffold_7	scaffold_207	scaffold_104	scaffold_23			scaffold_39				scaffold_34	scaffold_36	NODE_27_length_267594_cov_14.873010	NODE_87_length_83306_cov_12.783465	NODE_147_length_38250_cov_13.695020	NODE_2_length_1046662_cov_36.997729	NODE_14_length_362242_cov_22.519887	NODE_47_length_157051_cov_22.599781	scaffold_20		scaffold_91	scaffold_4	scaffold_644		NODE_2332_length_3976_cov_13.666838				scaffold_225		scaffold_31					NODE_668_length_19955_cov_5.449844		NODE_2415_length_6199_cov_17.787978	scaffold_49	scaffold_175		scaffold_3	scaffold_7		scaffold_1		NODE_323_length_28042_cov_47.749437		NODE_1571_length_3105_cov_19.094782		NODE_151	Supercontig_12		scaffold_18	
NCVOG4611																																																																									NODE_1067_length_7524_cov_25.585068		
NCVOG4614																								scaffold_74																								NODE_127_length_28904_cov_109.460263																			NODE_1657_length_6875_cov_55.743013								
NCVOG4616	NODE_59_length_147763_cov_20.819286		Supercontig_11	scaffold_320		scaffold_799						scaffold_40		scaffold_259	scaffold_227						scaffold_2	scaffold_706	scaffold_40	scaffold_74			scaffold_5					scaffold_1								scaffold_148								NODE_160_length_27038_cov_107.162018			scaffold_253							NODE_6189_length_1664_cov_26.667297		scaffold_145		scaffold_260	scaffold_11		scaffold_102				NODE_105_length_42207_cov_25.757251			Supercontig_16	NODE_1286_length_5379_cov_26.551113	scaffold_2	
NCVOG4619																																																NODE_3032_length_1534_cov_162.813315																											
NCVOG4620																							scaffold_236																						NODE_2320_length_4006_cov_15.728175			NODE_2015_length_2815_cov_96.617969																											
NCVOG4625																																													NODE_2884_length_2616_cov_13.236314			NODE_121_length_29228_cov_86.446503																											
NCVOG4626																																																										NODE_1640_length_8418_cov_22.280321																	
NCVOG4629						scaffold_617																																																																					
NCVOG4631										NODE_151_length_33331_cov_14.517532				scaffold_17																															NODE_1720_length_6465_cov_18.755636			NODE_4529_length_340_cov_77.855513										NODE_6040_length_1758_cov_9.271267									NODE_1375_length_8669_cov_54.085428						NODE_1099_length_7049_cov_33.301922		
NCVOG4635							NODE_6021																																																																NODE_24				
NCVOG4636										NODE_1825_length_6223_cov_16.784250																																																																	
NCVOG4640	NODE_45_length_176357_cov_20.638410		Supercontig_29			scaffold_360								scaffold_88									scaffold_747				scaffold_64																																										NODE_1767_length_2880_cov_16.291473		NODE_46				
NCVOG4643																																																NODE_121_length_29228_cov_86.446503										NODE_1150_length_10647_cov_19.585904									NODE_38_length_64571_cov_55.196034						NODE_418_length_19075_cov_38.734604		
NCVOG4646																																																NODE_13240_length_113_cov_148.027778																											
NCVOG4654																																																																					NODE_18577_length_437_cov_7.575000						
NCVOG4655	NODE_12_length_364458_cov_20.858409		Supercontig_11	scaffold_359		scaffold_178	NODE_1606		NODE_2876_length_1263_cov_118.739460					scaffold_461				NODE_2994_length_2436_cov_6.135227					scaffold_145	scaffold_74	NODE_45_length_34765_cov_32.970422		scaffold_16					scaffold_60			NODE_14_length_321701_cov_14.654051		NODE_10_length_426634_cov_22.585511	NODE_19_length_490193_cov_22.484899	scaffold_8				scaffold_1455		NODE_1484_length_7888_cov_17.515299			NODE_4529_length_340_cov_77.855513	scaffold_19	NODE_9995_length_387_cov_8.609677									scaffold_65	scaffold_570		scaffold_152			scaffold_12	NODE_1158_length_3358_cov_5.064919			NODE_105_length_42207_cov_25.757251			Supercontig_13	NODE_1475_length_3978_cov_29.486029		
NCVOG4656																																																																									NODE_575_length_15111_cov_34.411999		
NCVOG4658																																																NODE_12237_length_126_cov_71.285714																											
NCVOG4662																																																NODE_762_length_8482_cov_67.726981																											
NCVOG4664																																																NODE_571_length_11344_cov_78.818852																											
NCVOG4665			Supercontig_11	scaffold_47		scaffold_260			NODE_2876_length_1263_cov_118.739460					scaffold_305									scaffold_57	scaffold_74			scaffold_268					scaffold_9						NODE_19_length_490193_cov_22.484899							NODE_3152_length_2075_cov_14.973974	NODE_4879_length_686_cov_25.528736		NODE_4529_length_340_cov_77.855513	scaffold_44	NODE_1017_length_4272_cov_36.222646	scaffold_99						NODE_360_length_20509_cov_13.245106	NODE_1142_length_10668_cov_17.501652		scaffold_691		scaffold_260			scaffold_211	NODE_2_length_120797_cov_3.598931	NODE_79_length_51054_cov_101.776801	NODE_1046_length_2663_cov_4.645012	NODE_105_length_42207_cov_25.757251				NODE_1495_length_3846_cov_40.343592		
NCVOG4670			Supercontig_9								scaffold_508			scaffold_96									scaffold_145	scaffold_74			scaffold_88																scaffold_671															NODE_1150_length_10647_cov_19.585904	scaffold_3	scaffold_22		scaffold_33					NODE_38_length_64571_cov_55.196034	NODE_1046_length_2663_cov_4.645012							
NCVOG4672																																																																							NODE_118				
NCVOG4675																																																NODE_4529_length_340_cov_77.855513																											
NCVOG4676																			NODE_1335_length_4034_cov_8.677533	NODE_2406_length_1327_cov_14.360800			scaffold_524						NODE_913_length_1888_cov_12.273330	NODE_1625_length_858_cov_4.449424		scaffold_37							scaffold_7			scaffold_11							scaffold_106		scaffold_145					NODE_3157_length_1094_cov_5.089479		NODE_1395_length_9404_cov_17.510775					scaffold_23			NODE_7569_length_1213_cov_10.216549		NODE_2_length_470933_cov_5.880234		NODE_3100_length_2961_cov_3.507282		Supercontig_22			NODE_10868_length_1350_cov_37.879026
NCVOG4678			Supercontig_3																																															NODE_29343_length_220_cov_22.363636																									
NCVOG4682										NODE_2236_length_4695_cov_10.503681																																																NODE_126_length_23675_cov_18.635986									NODE_1792_length_6194_cov_48.882786					Supercontig_1			
NCVOG4683																																																NODE_59_length_38578_cov_122.924547																											
NCVOG4687			Supercontig_20									scaffold_4		scaffold_284													scaffold_398																																																
NCVOG4689																																		NODE_21_length_309811_cov_12.401807																																									
NCVOG4696			Supercontig_15	scaffold_313					NODE_164_length_6890_cov_187.462351		scaffold_106																																						scaffold_294		scaffold_245				c_7180000076657				scaffold_92	scaffold_126									NODE_4282_length_1088_cov_13.900099					scaffold_18	
NCVOG4698																																													NODE_225_length_30151_cov_19.986566			NODE_3997_length_778_cov_74.208274																									NODE_1285_length_5379_cov_38.845530		
NCVOG4700														scaffold_3																																																													
NCVOG4704																																													NODE_2199_length_4370_cov_29.382250			NODE_1645_length_3672_cov_62.063978																											
NCVOG4707	NODE_47_length_175474_cov_20.990365		Supercontig_74		scaffold_6	scaffold_152						scaffold_1		scaffold_117	scaffold_74						scaffold_94		scaffold_114				scaffold_305									NODE_9_length_724686_cov_36.964730			scaffold_53			scaffold_1											NODE_50_length_23525_cov_26.127729					NODE_2124_length_6903_cov_16.529153					scaffold_18						NODE_54_length_24944_cov_28.703985		NODE_118				
NCVOG4711			Supercontig_20			scaffold_397					scaffold_1928			scaffold_15	scaffold_384						scaffold_94		scaffold_7	scaffold_56			scaffold_16														scaffold_9																																		
NCVOG4714																																																NODE_4882_length_256_cov_110.055866																											
NCVOG4723																																																NODE_1427_length_4379_cov_60.569270																											
NCVOG4735																																																NODE_2739_length_1786_cov_78.862493																											
NCVOG4739																																			NODE_98_length_79615_cov_13.740439		NODE_5_length_654427_cov_22.401142	NODE_29_length_314722_cov_22.213263																															NODE_1510_length_3193_cov_17.683569						
NCVOG4740																																																NODE_4529_length_340_cov_77.855513																											
NCVOG4741														scaffold_139																																												NODE_8428_length_696_cov_22.701131																	
NCVOG4742			Supercontig_11								scaffold_306			scaffold_305									scaffold_55	scaffold_74																																		NODE_4366_length_3135_cov_14.498692				scaffold_45													
NCVOG4744			Supercontig_23																																													NODE_5611_length_167_cov_154.855556																			NODE_174_length_38197_cov_54.519832	NODE_1046_length_2663_cov_4.645012							
NCVOG4754			Supercontig_20											scaffold_375									scaffold_55																																																				
NCVOG4758																																																										NODE_3934_length_3675_cov_19.696776																	
NCVOG4767														scaffold_305									scaffold_57																									NODE_226_length_21856_cov_102.973508																											
NCVOG4768																																																					NODE_6054_length_680_cov_27.565506																						
NCVOG4778																																																NODE_4529_length_340_cov_77.855513																											
NCVOG4780				scaffold_33							scaffold_63			scaffold_305													scaffold_16																						scaffold_9		scaffold_263								scaffold_65	scaffold_67					scaffold_4										
NCVOG4784														scaffold_57																																																													
NCVOG4787																																																NODE_4998_length_240_cov_2.723926										NODE_4794_length_2734_cov_18.457659																	
NCVOG4795																																													NODE_307_length_25743_cov_17.390672			NODE_76_length_35354_cov_84.660345																											
NCVOG4796																																																NODE_462_length_13741_cov_101.571429																											
NCVOG4800																																																										NODE_2931_length_5105_cov_28.457836																	
