VOG	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Allomyces_macrogynus_ATCC_38327	Anaeromyces_robustus_v1.0	Batrachochytrium_dendrobatidis_JAM81_v1.0	Blastocladiella_britannica_v1.0	Blyttiomyces_helicus_single-cell_v1.0	Blyttiomyces_sp	Boothiomyces_macroporosum_PLAUS21	Borealophlyctis_nickersoniae_WJD170	Caecomyces_churrovis_A_v1.0	Catenaria_anguillulae_PL171_v2.0	Caulochytrium_protostelioides_ATCC_52028_single-cell_v1.0	Caulochytrium_protostelioides_ATCC_52028_v1.0	Chytridium_lagenaria_Arg66_v1.0	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0117	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Chytriomyces_hyalinus_JEL632_v1.0	Chytriomyces_sp._MP_71_v1.0	Cladochytrium_polystomum_WB228_v1.0	Cladochytrium_replicatum_JEL714_v1.0	Cladochytrium_tenue_C_tenue	Dinochytrium_kinnereticum_KLL_TL_06062013	Entophlyctis_helioformis_JEL805_v1.0	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp	Fimicolochytrium_jonesii_JEL569_v1.0	Gaertneriomyces_semiglobifer_Barr_43_v1.0	Gaertneriomyces_sp	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Geranomyces_variabilis_JEL559_v1.0	Globomyces_pollinis-pini_Arg68_v1.0	Gonapodya_prolifera_v1.0	Gorgonomyces_haynaldii_MP57_v1.0	Homolaphlyctis_polyrhiza_JEL142_v1.0	Hyaloraphidium_curvatum_SAG235-1_v1.0	Irineochytrium_annulatum_JEL0729	Kappamyces_sp	Lobulomyces_angularis_JEL0522	Lobulomyces_sp	Neocallimastix_californiae_G1_v1.0	Nowakowskiella_sp	Obelidium_mucronatum_JEL802_v1.0	Paranamyces_uniporus_JEL0695	Paraphysoderma_sedebokerense_JEL0847	Paraphysoderma_sedebokerense_JEL821_v1.0	Pecoramyces_ruminatium_C1A	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	Piromyces_finnis_v3.0	Piromyces_sp._E2_v1.0	Podochytrium_sp	Polychytrium_aggregatum_JEL109_v1.0	Powellomyces_hirtus_BR81_v1.0	Quaeritorhiza_haematococci_JEL0916	Rhizoclosmatium_globosum_JEL800_v1.0	Rhizoclosmatium_hyalinus_JEL0917	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rhizophydium_sp	Siphonaria_sp	SmithFen_BAUOG	Spizellomyces_punctatus_DAOM_BR117	Thoreauomyces_humboldtii_JEL0095	Triparticalcar_arcticum_BR59_v1.0	Unknown_unknown_JEL0888
NCVOG0679				1.6e-12					3.2e-12						2.7e-19								5.4e-15				2.1e-11				1.4e-15								9e-13	8.8e-11	2.4e-13				2.8e-11				1.9e-15								8.6e-13			1.5e-15					1.6e-14		1.9e-13	3.8e-11	2e-11					1.2e-11	
NCVOG0680																															2e-16																																												
NCVOG0683						2.6e-11															2.4e-12										2e-11																																6.4e-11												
NCVOG0689						2.8e-11	5.5e-14		5.6e-16				3.3e-17	8e-19							9.8e-13		4.6e-16	1.6e-22			8.3e-13			1.2e-12	8.3e-22								7.7e-11	1.6e-12			1.9e-13			4.7e-13	3.1e-15	9.7e-14		8.8e-22	2.4e-12		4.9e-12				5.7e-12		1.3e-27	2.5e-32		3.4e-21	2e-11	9.4e-12	1.3e-11			6.8e-13	2.8e-15			2e-15		4.7e-12	
NCVOG0690										3.1e-12																																																4.5e-14									4.1e-17								
NCVOG0698																																																7.7e-11																											
NCVOG0699				5.3e-23						2.5e-29								5.4e-12					1.7e-12									1.6e-28	3.5e-25							3.6e-14	3e-20	3.5e-11							5.6e-22	7.7e-14	2.1e-11		2e-13			3e-11		9.4e-18	9e-17	1.1e-26		6.2e-26	2.5e-13	3.1e-29		8.9e-14	1.6e-14	1.6e-21	1e-13	2e-16		3.4e-11			5.5e-11
NCVOG0706																									3.4e-19									4.5e-38																																									
NCVOG0710				6.3e-15						3.8e-12								9.5e-14											7.6e-12		4.9e-11	6.5e-11																	5e-17										1.7e-12	7.3e-14				2.2e-12					2e-11						
NCVOG0711																																																		2.9e-12																									
NCVOG0715																																																												7.8e-11															
NCVOG0719	5.7e-16	9.1e-17	4.4e-16		1.3e-12	7.6e-11			7.6e-14	6.1e-17	8.7e-13	2e-26						2.3e-27				2.1e-28			5.5e-17		6.1e-17				1.7e-21	3.3e-22	5.2e-17	2.9e-14	8.8e-14	1.2e-13	4.8e-13	1.8e-13	1.7e-14			4.3e-14		1.4e-11	2e-53	1.3e-17			4.4e-11		5.2e-17	2.6e-31	1.1e-31		2.3e-11					8.3e-11	3.4e-11			1.2e-25	9.7e-19	6.9e-29	6.1e-14	2e-13	1.9e-32	1.8e-35		1.6e-13	3.4e-52		3e-40
NCVOG0720				3.2e-22			2.5e-13				2.7e-25					9.8e-14		4.2e-15	6.5e-16	9.4e-12	1.3e-11		1.9e-21						1.7e-17	2.7e-17		1.7e-17	1.9e-13	6.3e-25	1.3e-25	1.3e-24	2e-24	8.1e-25	1.8e-26		2.6e-28			3.4e-25	2.3e-38	2.1e-14				3.9e-43	2.6e-15	8.6e-16			9.8e-40					1.5e-32	9.2e-16		5.7e-26		9.1e-12	1.6e-15			1.7e-21	6.5e-16		8e-33	3.7e-23		5.1e-33
NCVOG0723																															7.5e-12											6.2e-11								8.4e-15		2.3e-11	1.2e-11																4e-12						
NCVOG0726																																													9.6e-15																														
NCVOG0727																																								2.9e-14																													1.3e-17						
NCVOG0728																																																					2.5e-11																5.7e-11						
NCVOG0729	8.1e-102	1.4e-71	3.5e-102	2.4e-17	1.6e-14	2.5e-24	4e-16		4e-70	3e-26	8e-15	6.2e-91		1.3e-43	3.4e-14	2.5e-25	3.1e-15	1.1e-19	4.7e-32	2.4e-15	8.8e-16	2.8e-15	6.3e-16	3.9e-26	1.1e-14	1.5e-18	1.4e-20		1.3e-16	1.8e-17	1.7e-16	4.2e-85	1.3e-86	2.8e-14	4.9e-14	2.2e-13	2.1e-13	1.1e-12	3.3e-14	2.7e-17		4.1e-74	7.5e-16	1e-25	4.3e-22	1.1e-21	3.1e-24	8.7e-25	3e-15	1e-37	4.5e-16	6.2e-106	1.1e-74	1.6e-14	4.9e-14	1.8e-14	1e-14	2.3e-23	4.9e-16	1.3e-14	9.3e-19	2.8e-13	8e-14	4e-18	2.3e-44	9.4e-21	3e-14	3.9e-22	3.2e-120	8.9e-18		3.1e-22	1.8e-16	2.7e-66	2.5e-19
NCVOG0733																																																														4.8e-12										3.5e-11			
NCVOG0743											2.2e-16							4.2e-27				2.1e-23	5.9e-17	2.8e-11											2.9e-24					1.4e-16	2.2e-16								1.4e-16	3.2e-33	5.1e-25				3.5e-15			1.2e-18			1.1e-29				1.2e-21	8.9e-28			1.1e-16	4e-36					9.9e-19
NCVOG0744	9.9e-11	6.3e-18	1.2e-11	1.3e-11	2.8e-11				1.3e-21	6.8e-19	3.6e-11		3.3e-11					3.5e-29					6.8e-16	1.3e-11		7.8e-12			2.4e-24	2.4e-23	8.5e-20	2.3e-22	9.3e-24							2.4e-21	1.4e-20	2.6e-12		5.8e-21		1e-20				3.2e-19						3e-13		7.8e-15	3e-12	5.5e-11	7.7e-15				6.6e-11	4.2e-15			5.1e-29	2.1e-16		3e-43		1.9e-11	1.4e-34
NCVOG0756																																																											6.5e-11														1.9e-12		
NCVOG0757				3.2e-19	2.6e-21						6.1e-17									4.1e-11																								3.1e-17	1.9e-34				1.9e-19			1.3e-11			3.9e-13			2.2e-12	4.5e-20	1.1e-15	4.1e-13			2.2e-18											7.7e-11
NCVOG0763	9.2e-15		2.4e-16	4.5e-16	1.2e-11	3e-11						5.9e-19		3.5e-13	1.5e-15						4e-14		5e-14	2.1e-16			2.4e-14													2.1e-11	9.4e-15	1.3e-11	6.4e-11					5.8e-30	1e-19		1.9e-12		4.5e-13	2.4e-13				1.1e-20	6.8e-14	1.6e-15		3.3e-15			3.4e-13		6.7e-18		6.2e-12			4.9e-15	2.2e-14	2.7e-17	
NCVOG0764				3.4e-12							5.9e-11																		1.5e-12			6.4e-13													4.8e-13							6.5e-11							7.8e-12	8.1e-11								2.8e-11	2.6e-14			1.2e-17	8e-11		
NCVOG0772																										4.1e-18																						2.1e-11					1.7e-17																1.8e-18						
NCVOG0775																																																6.8e-22										7.1e-12									2.9e-14								
NCVOG0777	6.3e-20		1.9e-17		8.9e-24	2e-18			2.7e-12	2e-11		4.3e-14		9.1e-16	9.6e-25	5.6e-20	6.7e-18	1.2e-11	1.9e-17	6.3e-17	3.4e-29	1.7e-18	8.5e-27	1.8e-22			1.5e-30				1.2e-14	6e-13	1.9e-18	1.1e-21	1.5e-17	1.1e-23	1.8e-19	1.9e-20	8.4e-23	4.6e-19	2.2e-18	6.4e-11	9.5e-17		5.5e-13		1e-12				8.4e-18	3.1e-17	3.3e-12	3.2e-28		4.3e-12			7.8e-35	2e-29		6.6e-18	1.7e-22		4.6e-28			1.4e-15	8.1e-18			3.2e-21	3.2e-11	7.2e-35	
NCVOG0778				5.6e-37						1.7e-46	2.6e-42					2.7e-52	2.5e-52	6.1e-59	4.5e-53	3.5e-41	6.5e-42	1.9e-44																		5.1e-14		1.6e-26				3.6e-25			1.5e-43	2.2e-82	9.9e-52	9.4e-41			2.2e-35			2.7e-69	9e-44	6.4e-45	3.7e-71		1.3e-30	2e-39	8.4e-51	7.2e-58			2e-36	5.7e-74				2.7e-29	
NCVOG0780										4.3e-36												7.7e-11										1.6e-14								1.2e-11					3.1e-40					5.1e-18				3.3e-11				1.3e-12									1.3e-15	9e-14	1.4e-15					4.8e-19	
NCVOG0782																																										2.4e-11																														3.5e-11			
NCVOG0785										3.5e-12										2.5e-12													5.5e-12																					5.7e-11								3.8e-14			7.8e-11		8e-12								
NCVOG0789				2.8e-11							3.8e-17																																3e-11				9.7e-37	5.6e-21	3.6e-12	8.4e-11					3.6e-14				4.5e-18	5.2e-19												6e-18			
NCVOG0800																																																2.5e-13																			7e-11								
NCVOG0806	1.3e-52	2.4e-52	1e-52		1.1e-41	5.3e-51	8.4e-31		5.8e-52	2.1e-20		1e-31			5.7e-39	3.1e-59	1.2e-40	2.7e-29	3.1e-56	2.6e-46	3.6e-40	4.6e-30	1.9e-92	3e-34	2.7e-126	5.3e-47	3.9e-39		7.2e-54	4.4e-47	1.2e-21	3.2e-105	1e-98	1.5e-17	6.9e-45	3.7e-45	2.3e-45	1.5e-44	3.8e-43	1.4e-24	1.2e-46	5.6e-56	5.8e-28	1.6e-50	6.2e-47	4.3e-85	1.5e-18	8.6e-19		1.9e-68	5.1e-40	1.2e-135	7e-38	2.2e-36		3.3e-29	1.1e-35	2.2e-36			2.2e-50	1e-17	4.6e-64	1.6e-13	1.5e-40	5.8e-37	3.3e-18	9.2e-33	2.4e-127	6.8e-56		3.7e-23	8.1e-28	2.3e-24	2.2e-95
NCVOG0816											9.8e-14																																		5.7e-22				1.3e-12																										1e-11
NCVOG0817									1.4e-64																															8.6e-49		1.8e-37										1.9e-46	8.7e-28																3.2e-41						
NCVOG0819																																													2.4e-17																														
NCVOG0820						5.4e-13			1.2e-15						1.1e-15									1.1e-19		1e-26														4.1e-17	7.6e-14									3e-20			5.5e-19			5.1e-12	2.2e-15												6.5e-30						3.4e-31
NCVOG0822				4.1e-42														1.2e-21					8.5e-17	1.2e-15		4.9e-11				9e-13		3.3e-11								3.2e-13		5.8e-20							2.2e-39	9.4e-17				5.7e-13				1e-17	7.3e-27	2.7e-32		3.5e-15		6.1e-15	4.6e-21	2.5e-20			4.2e-15	4e-15					2.6e-12
NCVOG0832			7.7e-12																																																											1.6e-11										1e-11			
NCVOG0835	1.5e-17	4.5e-20	9.7e-18		5.7e-21					2e-16		1.2e-12			2.8e-11	1.5e-18	5.3e-13	4.4e-23	7.9e-18	1e-19	1.5e-14	3.8e-12			3.6e-13	4.7e-16	4.2e-12		1.9e-12	8.5e-13										3.1e-18						2.1e-17					1.3e-18	1.5e-28				1.2e-24	1.9e-17	1.9e-22			1.7e-19	9.1e-14				6e-13	8.4e-35	8.3e-32	8.6e-16	6.6e-26			1.1e-13		3.2e-24
NCVOG0836	3.9e-18	2.9e-26	7.1e-20							1.2e-21		1e-18														1.3e-12																		6.2e-39						1.8e-21						7.2e-22	2.9e-11					9.5e-11		2.4e-18					5.3e-18						1.7e-15
NCVOG0840																																													1.9e-13																														
NCVOG0844									9.7e-12	6.6e-42				3.4e-11	9.4e-15	3.7e-18		4.3e-24	5.6e-16	1.8e-16			5.4e-12			1.5e-20				7.3e-12	2.7e-15			1.1e-12	3.6e-14									2.8e-16							5.3e-18	7.5e-19				4.4e-16	3e-11	3.4e-23			5.5e-24				6.7e-22	1.1e-25	1.4e-13	3.6e-22	7.5e-17						4.3e-20
NCVOG0847																																																																									2.4e-11		
NCVOG0868	1.5e-11		1.2e-12	1.1e-12	1.3e-16	1.4e-17			4.3e-14		1e-15	3.7e-19		1.4e-18	8.8e-20	4.7e-11	4e-13			1.3e-14	8.1e-20	2.8e-12	3.1e-13	1.1e-12			7.2e-20				1.6e-12	4.8e-20	5e-18	1.8e-17	2.5e-15	3.9e-15	1.1e-13	3.9e-13	2.4e-17	3.3e-11	1.5e-19					4e-15			2.2e-14		1.1e-13	1.7e-11	7e-12	4.2e-11					2e-19	3.3e-17		4.1e-21	8.5e-16		7e-22				4.4e-20		1.5e-11			6.2e-17	
NCVOG0872																																													4.4e-12																												3.3e-12		
NCVOG0873																																																1.4e-11																											
NCVOG0885										5.6e-11																																																																	
NCVOG0890		8.3e-14		3.4e-35					9.1e-19		1.1e-36	9.4e-18		7.4e-31																												5.7e-14							6.7e-36	3e-23		5.4e-15			2.7e-25				4.6e-35	9e-35									1.9e-18						
NCVOG0893				3.7e-11					2.8e-79	3.9e-26	4.5e-12	6.2e-16	3e-12	8.5e-22	1.6e-17	3.3e-21	5.2e-14	9.9e-59	1.2e-21	4.6e-27	8.9e-15	5e-14	3e-19		1.1e-38	6.1e-21						3.3e-11								9.2e-18	1.1e-14	2.2e-46		3.2e-11	1.6e-52	5.1e-34			2.9e-13	1.3e-18	8.8e-29	6.3e-77	7.2e-32		3.7e-14	6.5e-28	2.6e-17	3.4e-34	5.4e-13		5.6e-48			1.3e-54	6.8e-46	5.3e-54	2.2e-11		6.3e-47	2.3e-56		1e-12		9.1e-12	1.6e-22
NCVOG0897				5.2e-13					6e-18	4.2e-11	8.4e-11				1.2e-11	3.8e-18	1.7e-17		2.5e-22	1.7e-14	4.8e-14					3.1e-11			6.3e-18	2.4e-11															5.2e-37				2e-13		5.6e-11	6e-21			1.3e-13			1.9e-26	1.7e-12	2.4e-14	4.2e-13						5.5e-31		7.8e-15	1.2e-13		3.9e-12	1.6e-19	1.1e-13	
NCVOG0898				2e-20							4e-46			2.5e-17										1.8e-11		3.6e-18					5.5e-13				2.9e-11							5.5e-11	3.7e-15						2.7e-23				3.9e-20					3.1e-11	6.2e-31	3.1e-26		7.7e-17	4.3e-11	9.3e-23			7.7e-18	2.8e-11	4.6e-27	1.6e-13					6.3e-16
NCVOG0899																																																																					3.1e-12						
NCVOG0901	2.9e-11	6.1e-13	1e-11		2.1e-16	3.7e-13			8.3e-69	5.6e-15		3.3e-36	1.8e-27	6.8e-27	1.8e-12	4.6e-16		4.3e-22	4.4e-17	3e-14	5e-12			1.2e-13	2.6e-18	8.2e-12	5.2e-16		1.6e-31	7.8e-30	2.5e-24	6.2e-46	1.6e-42	5.2e-26	1.3e-24	5.6e-25	1.9e-24	3.5e-24	1e-25			1.9e-37	3.2e-17	2.9e-20	1.8e-20	2.9e-22				1.5e-20	3.6e-18	6.7e-58	1.9e-34	6.8e-12		7.6e-15		8.1e-45			5.8e-52		1.9e-28	2.5e-25	5.6e-19	4.7e-23		2e-15	1.9e-50	4.7e-19			1.3e-23	1.4e-11	3e-16
NCVOG0904																																													5.7e-12																														
NCVOG0921																																													7e-31			6.8e-13																									1e-22		
NCVOG0924	2.3e-13	2.8e-11	1.4e-13										5.6e-12	4.5e-12		1.2e-11			5.7e-12	1.3e-15												8.6e-16	4.9e-13	6.9e-15	4.2e-24	1.6e-13	3.3e-14	1.9e-14	4.5e-16			1.5e-17			1.3e-11	1.6e-12			1.5e-12	4.1e-12	3.1e-11	3.8e-13		3.9e-13	3.3e-12								1.8e-13						2.5e-11			2.2e-15	1.3e-17	1.1e-13	
NCVOG0926																																																												9.2e-12															
NCVOG0934																																																																					4.5e-11						
NCVOG0942																																													2.3e-13																			2.4e-13											
NCVOG0961																																																																									2.2e-11		
NCVOG0967							3.7e-24		3e-11		1.6e-17					3.2e-11	1.1e-11	3.2e-11	5e-14	6.8e-13	1.7e-15								1.7e-18	4e-22	9.5e-12	1.2e-13				4.1e-16						6.6e-11					3.3e-11				4.7e-19							1.4e-13	9e-11		1.6e-11				3.8e-18	1.2e-14	1.2e-11			1.2e-22					2.3e-12
NCVOG0970																																													2.3e-26							1.9e-19												2.7e-11											
NCVOG0973																																													2.2e-11																														
NCVOG0976			4.9e-13	4.9e-11	9.2e-13	3.7e-11			7.5e-13		4.2e-13	1.4e-12		7.3e-12	2e-11						1.1e-13		4.7e-11	3.8e-14			2.2e-11				1.2e-11		8.3e-11	2e-11											8.6e-11		7.3e-11		9.9e-13		6.7e-12								4.7e-12			2e-16	5.5e-11								8.4e-12				
NCVOG0978																																													5.5e-12																												5e-12		
NCVOG0979	4.5e-63	2.5e-83	3e-65	4.3e-71	5.3e-55	2.6e-48	1.2e-50		2.6e-62	2e-70	8.7e-70	1.4e-72	1.8e-78	1.3e-77	6.7e-45	2.7e-43	1.7e-43	2e-58	9.5e-44	4e-43	4.4e-45	3.6e-47	1.5e-45	4.7e-67	9.6e-52	9.3e-61	1.8e-68		6.7e-69	2.1e-66	6.3e-74	5.3e-62	3.2e-80	5.3e-41	2.4e-40	4.2e-41	8.2e-41	5.7e-56	4.2e-42	3e-17	1.5e-23	1.9e-56	3.6e-51	3.2e-18	1e-91	1.7e-37	1.2e-33	1.2e-34	4.9e-70	1.7e-100	5e-45	2e-44	6.1e-53	2.3e-37	9.5e-71	1.6e-59	2.7e-43	1.5e-56	4e-71	2.9e-71	6.7e-32	5.4e-70	2.1e-69	3.9e-105		2.2e-61	6.4e-53	2.2e-52	1.5e-90	9.4e-68		1.7e-76	3.3e-67	8.1e-72	2.7e-60
NCVOG0981																				9.4e-13																																																							
NCVOG0984																																													3.1e-14			8.4e-18										1.3e-11						4.9e-12			1.4e-12						3.4e-22		
NCVOG0985		9.5e-14							8.5e-47	6.7e-15		2.7e-11	1.8e-31	1.5e-26						2.9e-11	1.3e-11				3.4e-60	1.9e-15			3.8e-34	1.9e-31	1.1e-13	2.1e-12	1.5e-23							4.1e-30		1e-10	5.1e-12	1.8e-18	4e-16		5.5e-22	3.8e-22		4.2e-14		2.7e-22	4.8e-36	5.3e-26	2.5e-11	6e-15	9.5e-11	8.9e-13			2.6e-37	1.3e-14	1.8e-12	8.3e-87	1.2e-12	3.7e-12			3.9e-64	1.1e-17		1.5e-11	1.2e-13		2.8e-20
NCVOG0987	2.4e-11				9.4e-14										1.4e-17						3.2e-16		2.7e-12	1.1e-12								1.5e-12		2.1e-12					8.5e-12						3.4e-13						5.4e-11	5.8e-11		7.6e-11					1e-20	4e-20		1.2e-11	6.5e-12						7.1e-13					8.6e-16	
NCVOG0992		8.3e-11							1.1e-13	6e-16											4.5e-22			4.9e-15																													2.6e-16			3.3e-12			4.6e-19	1.1e-19		1.2e-16							1.3e-16			8e-16			
NCVOG0995									6e-12																																								2.9e-12																				1e-11					7.7e-11	
NCVOG0996				4e-17					1.5e-11			6.7e-21			7.1e-12	8.8e-15	1.7e-12				1.9e-14	1.2e-13	6.4e-12			8.4e-11																							1.6e-16			2.7e-15					3.3e-12	1.5e-11	2.9e-27	2.9e-17		7.9e-19			7.5e-20	2.5e-11			2.2e-12	1.3e-15					
NCVOG1004									1.8e-19																															4.8e-16		3.8e-14										1.5e-12	4.3e-12																3e-13						
NCVOG1006																		1e-14											4.5e-12	4.6e-12	1.7e-14	5.5e-11										6.6e-21																							2.2e-11	3e-12	1.3e-14		5.8e-12				4e-22		
NCVOG1007																																																								8.3e-12																			
NCVOG1009	6e-12		3e-13	1.7e-13		1.2e-16					3e-12	4.1e-19		3.2e-14	5.6e-12						2e-12	6.3e-12	2e-21	1e-13			7e-11		3.7e-11	3.8e-12		2e-13		1.9e-12					1.2e-12		3.1e-12	2.1e-11							7.2e-13		8e-19								5.1e-12	6.8e-13		9.8e-19	3.9e-14		8.1e-14				7.8e-13			1.4e-12		1.4e-11	
NCVOG1013	3e-19		1.2e-13		2.1e-19	3.5e-30	1.1e-23		2e-75	1.4e-19		2.6e-15		1.2e-13	5.8e-40								6.2e-26	5.9e-29	1.3e-17		2.5e-46				1.4e-23		1.9e-16				3e-12				3.9e-13		4.4e-18				1e-13	5.7e-51		1.9e-19		2.3e-61	3.3e-65			2.5e-15	8.9e-33						2.4e-11	5.2e-12			1.5e-15	3.1e-17	1.3e-75				2.3e-27		
NCVOG1023																																																																			8.1e-25	4e-24							
NCVOG1025																																																1.8e-11																											
NCVOG1038									8e-11																																																												3.4e-16						
NCVOG1044									1.1e-16							2.9e-13		4.1e-19	2.7e-11			3.1e-11	5.2e-14			1.6e-18			3e-13	7.1e-13		8.1e-11																	9.5e-11	7.3e-13		1.4e-13						6.2e-14			6.6e-11	1.9e-16			2.8e-12	3.4e-17			1.5e-11	3.2e-17					4.5e-11
NCVOG1045	1.2e-12	4.8e-14	1.1e-15	3e-24	6.8e-17	1.4e-14	7.8e-11		4.2e-28	1.1e-11	3.8e-13	5e-16		5.2e-16				6.3e-21					1.1e-11	4.8e-20		2.3e-15			5.1e-25	3.3e-24	3e-15	1.7e-16	6.4e-15							1.3e-15		5.3e-16	1e-13						3.5e-13	8.5e-11	3.2e-16	1.5e-15	1.4e-17			1.1e-16		1.4e-17	2.6e-23	9.3e-19	4.6e-18			1.7e-17	1.1e-15	9.9e-18			7e-24	4.5e-21		5.5e-23		1.3e-17	3.6e-17
NCVOG1046				3e-11			1.2e-13							1.1e-28																	4.5e-18																		5.3e-13	6e-15									7.3e-14	2.3e-11		2.2e-41							6.4e-11						
NCVOG1047																																													1.7e-19																			5.1e-11											
NCVOG1049	8.4e-24	1.1e-30	7.1e-26	3.6e-14	6.2e-28	7.4e-11			2.4e-60	9e-84	3.6e-15	6.2e-39	2.8e-17	4.3e-19				3.4e-18							3e-17				2.7e-16	2e-18	2.1e-14	5.3e-18	1e-14	5.8e-14					9.8e-11	3.4e-38		1.5e-44	7.5e-12	5.1e-23	2.7e-38	3.5e-37		1.8e-17	2.4e-16	1.3e-19		3.7e-14	6.1e-17	2.7e-11	1.8e-13	2.1e-12		2.2e-24		5e-20	7.7e-13			3.8e-26	4.9e-18	1.8e-22	5.8e-64	2e-22	2e-56	1.8e-20		2.9e-32	1.1e-44	9e-21	3.3e-12
NCVOG1056	6.8e-12		1.1e-11									1e-14		7.5e-16									2.3e-12				2.8e-13																							2.1e-12	4.6e-12											5.1e-12													
NCVOG1060	2.8e-18	4.2e-29	7.6e-21			3.2e-27			8.2e-26			6.9e-24	2.6e-17	9.9e-21		8.5e-22	3.5e-12	2.6e-18	2.6e-20	8.9e-27	5.7e-14	4.3e-22							5.1e-20	8.8e-20		1.8e-21	8.1e-20														2.3e-14				7.8e-18	6.3e-26	9.1e-23					5.3e-21			2.2e-27		5.1e-16		2.7e-22	2.2e-21		4e-17	1.3e-34	7.1e-18			5.7e-12		
NCVOG1061												2.9e-13	9.7e-15	2.1e-14				5.3e-11																											8.4e-22																	2.5e-11										3.1e-11			
NCVOG1062				8.6e-25	6.6e-12				3e-13		7.9e-11		2e-12	1.1e-15	4.2e-16	4e-17		4.2e-12	2.6e-15		5.7e-21		1.2e-12		2e-17		5.1e-24	2.7e-17	2.6e-14													8.4e-19	5.4e-19	5.3e-20						5.1e-15		2.3e-17				5.8e-13		8.9e-18	2.5e-25	2e-22		2.1e-18		3.7e-14	1.3e-20				5.3e-21		1.9e-17				1.8e-13
NCVOG1064									2.7e-15	5.3e-19						1.6e-13	2.1e-15		1.7e-14	1.2e-12																									1.6e-18			8.7e-18		1.9e-14		5.1e-14						1.8e-16											4.1e-12				3.6e-11		
NCVOG1066					1.6e-21	1.5e-11				5.3e-20												2.2e-19	3.7e-20						1.3e-13	8.6e-14	1.6e-15	1.4e-13	1.5e-13	2e-13		2.4e-13	3.9e-12	2.5e-11	2.1e-14				8.8e-11		2.1e-23																	2.2e-18						8e-37	1.6e-18				3.5e-13	1.4e-15	
NCVOG1067		5.2e-12																																																																									
NCVOG1068	5e-22	1e-29	2.2e-14	8.6e-11	3.4e-12	6.9e-19	4.3e-28		4.1e-32	1.1e-15	1.8e-16	1.9e-29	2.1e-33	2.6e-33						3.9e-12		4.4e-11	1.4e-23	2.8e-20	2.8e-18	1.5e-15						1.9e-41	4.4e-35	1.1e-28						1.1e-15		1.8e-25	1.9e-12		2e-31		1.3e-29	1.9e-25		2.6e-15		3.7e-22	2.4e-23			3.6e-18	1.4e-11	1.1e-12	2.6e-18	2.9e-19		8.6e-20		7.2e-17		2.2e-18			2e-54			7.3e-13		4.4e-11	2.3e-24
NCVOG1069									1.9e-12	8.2e-17	1.6e-16				1.3e-11	1.4e-18	1.4e-13	1.3e-22	7.3e-16	5.7e-16		1.5e-11	1.8e-11						3.6e-13	6.4e-13	4.2e-20	1.4e-18	2e-16	4e-18	1.2e-15	4.6e-18	7.2e-17	5.9e-17	1.7e-18			1.2e-13			2.5e-16	3.7e-19				9.8e-30		3.4e-34	8.9e-17		3.3e-16		1.1e-17	1.9e-12			8.8e-11		6.4e-19	5e-24	1e-18	1.4e-17		4.9e-18	5.6e-27	1.1e-15	2.2e-12		1.6e-35		1.5e-18
NCVOG1073																																													5.3e-12																														
NCVOG1074																																						3e-11	8.8e-13																												4.1e-18								
NCVOG1075																															4.1e-12																		8.3e-11																			1.1e-12							
NCVOG1084																				4.6e-19																																																							
NCVOG1087										5.7e-13																																																																	
NCVOG1090																																													2.6e-16																														
NCVOG1097																																																1.2e-15																											
NCVOG1100	8.3e-22	1e-21					2e-19					4.3e-25																																																								9.9e-14							
NCVOG1108										2.9e-11																																																																	
NCVOG1115	3.9e-11		5.1e-12	3e-21	1.8e-33	4.3e-41			3.1e-11		5.4e-11	3.9e-44			7.8e-23	8.9e-40	3.6e-48		6.4e-47	4.6e-62	1.2e-37		2.5e-24		7.4e-23	1.9e-18			6.6e-29	3.6e-30	5.3e-35	3.2e-38	5.6e-40	1.2e-35	5.3e-33	7.1e-33	2e-32	6.6e-33	1.9e-34			2.2e-45	5.6e-36		1.3e-60	1.4e-20	8e-18	1e-17	1.2e-15			1.8e-42			3.8e-12	1e-31	9.3e-24		3.6e-21	1.7e-19			1.4e-28				1e-15	5e-13	6.6e-36			1.6e-37	5.1e-50	1.7e-39	2.1e-24
NCVOG1117																																										2.6e-13																											2.4e-11						
NCVOG1120				1.7e-15		1.5e-11	5.6e-11					1.7e-14		9.1e-11							7.3e-12	8e-11					5.7e-11																						4.3e-15		9.2e-11								2.7e-15	4.6e-17		2.3e-15									7.8e-11				
